Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
382,"Image Analysis",0,2,0,3,1,1,0,0,0,0,0,0,7
426,"Food or Edible Material:  Processes, Compositions, and Products",0,1,4,0,0,0,0,0,0,0,0,1,6
036,"Boots, Shoes, and Leggings",3,1,0,0,0,0,0,0,0,0,1,0,5
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",0,0,0,1,1,0,0,0,0,0,1,2,5
134,"Cleaning and Liquid Contact with Solids",0,1,0,1,2,0,0,0,0,0,0,0,4
602,"Surgery: Splint, Brace, or Bandage",1,0,0,1,0,0,1,0,0,1,0,0,4
123,"Internal-Combustion Engines",0,0,0,0,0,0,0,0,0,0,1,2,3
210,"Liquid Purification or Separation",1,0,0,0,0,0,0,0,0,0,0,2,3
229,"Envelopes, Wrappers, and Paperboard Boxes",0,1,0,0,0,0,0,0,0,1,1,0,3
383,"Flexible Bags",0,0,2,0,0,0,0,1,0,0,0,0,3
473,"Games Using Tangible Projectile",0,1,0,1,1,0,0,0,0,0,0,0,3
005,"Beds",0,0,1,1,0,0,0,0,0,0,0,0,2
014,"Bridges",0,1,1,0,0,0,0,0,0,0,0,0,2
111,"Planting",0,0,0,0,0,1,0,0,0,0,1,0,2
137,"Fluid Handling",0,0,1,0,0,0,1,0,0,0,0,0,2
222,"Dispensing (apparatus and process)",0,0,0,0,0,0,0,2,0,0,0,0,2
241,"Solid Material Comminution or Disintegration",0,0,1,1,0,0,0,0,0,0,0,0,2
414,"Material or Article Handling",1,0,1,0,0,0,0,0,0,0,0,0,2
435,"Chemistry: Molecular Biology and Microbiology",0,0,0,0,0,0,0,0,0,1,1,0,2
604,"Surgery (Medicators and Receptors)",0,0,0,0,0,1,1,0,0,0,0,0,2
024,"Buckles, Buttons, Clasps, Etc.",0,0,0,0,0,0,1,0,0,0,0,0,1
029,"Metal Working",0,0,0,0,0,0,0,0,1,0,0,0,1
030,"Cutlery",0,0,0,1,0,0,0,0,0,0,0,0,1
033,"Geometrical Instruments",0,0,0,0,1,0,0,0,0,0,0,0,1
037,"Excavating",0,0,1,0,0,0,0,0,0,0,0,0,1
052,"Static Structures (e.g., Buildings)",0,0,1,0,0,0,0,0,0,0,0,0,1
053,"Package Making",1,0,0,0,0,0,0,0,0,0,0,0,1
055,"Gas Separation",0,0,0,0,0,0,0,1,0,0,0,0,1
056,"Harvesters",0,0,1,0,0,0,0,0,0,0,0,0,1
060,"Power Plants",0,0,0,1,0,0,0,0,0,0,0,0,1
072,"Metal Deforming",0,0,0,1,0,0,0,0,0,0,0,0,1
073,"Measuring and Testing",0,0,0,1,0,0,0,0,0,0,0,0,1
081,"Tools",0,0,1,0,0,0,0,0,0,0,0,0,1
083,"Cutting",1,0,0,0,0,0,0,0,0,0,0,0,1
084,"Music",0,0,0,1,0,0,0,0,0,0,0,0,1
101,"Printing",0,1,0,0,0,0,0,0,0,0,0,0,1
106,"Compositions:  Coating or Plastic",0,0,0,0,1,0,0,0,0,0,0,0,1
124,"Mechanical Guns and Projectors",0,0,0,0,0,0,0,1,0,0,0,0,1
128,"Surgery (includes Class 600)",0,0,0,0,1,0,0,0,0,0,0,0,1
141,"Fluent Material Handling, with Receiver or Receiver Coacting Means",1,0,0,0,0,0,0,0,0,0,0,0,1
160,"Flexible or Portable Closure, Partition, or Panel",0,0,1,0,0,0,0,0,0,0,0,0,1
172,"Earth Working",0,0,0,1,0,0,0,0,0,0,0,0,1
180,"Motor Vehicles",0,0,0,0,1,0,0,0,0,0,0,0,1
191,"Electricity:  Transmission To Vehicles",0,0,0,1,0,0,0,0,0,0,0,0,1
206,"Special Receptacle or Package",0,0,0,0,0,0,0,0,1,0,0,0,1
221,"Article Dispensing",0,1,0,0,0,0,0,0,0,0,0,0,1
248,"Supports (e.g., for holding articles, etc.)",1,0,0,0,0,0,0,0,0,0,0,0,1
252,"Compositions",1,0,0,0,0,0,0,0,0,0,0,0,1
254,"Implements or Apparatus for Applying Pushing or Pulling Force",0,0,1,0,0,0,0,0,0,0,0,0,1
297,"Chairs and Seats",0,0,0,0,0,0,0,0,0,1,0,0,1
345,"Computer Graphics Processing and Selective Visual Display Systems",0,0,0,0,0,1,0,0,0,0,0,0,1
353,"Optics:  Image Projectors",0,0,0,0,0,0,0,0,0,1,0,0,1
359,"Optical: Systems and Elements",0,0,0,0,0,0,0,0,1,0,0,0,1
375,"Pulse or Digital Communications",0,0,1,0,0,0,0,0,0,0,0,0,1
386,"Motion Video Signal Processing for Recording or Reproducing",0,0,0,0,1,0,0,0,0,0,0,0,1
417,"Pumps",1,0,0,0,0,0,0,0,0,0,0,0,1
422,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",1,0,0,0,0,0,0,0,0,0,0,0,1
