Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",11,8,16,16,12,11,10,5,9,12,8,9,127
435,"Chemistry: Molecular Biology and Microbiology",6,11,6,9,4,3,5,6,7,5,8,7,77
128,"Surgery (includes Class 600)",5,2,5,4,5,5,9,4,3,3,6,4,55
219,"Electric Heating",3,4,4,2,1,3,5,8,3,4,4,3,44
062,"Refrigeration",4,0,3,4,1,2,5,3,2,4,7,5,40
340,"Communications:  Electrical",4,2,3,3,1,2,3,3,2,7,3,5,38
428,"Stock Material or Miscellaneous Articles",2,3,4,2,3,3,5,1,2,0,2,10,37
206,"Special Receptacle or Package",4,2,2,4,0,2,4,0,3,0,3,5,29
210,"Liquid Purification or Separation",2,7,0,4,1,0,2,3,2,1,3,3,28
347,"Incremental Printing of Symbolic Information",0,0,0,3,8,3,4,1,6,2,0,0,27
084,"Music",2,0,3,2,3,2,0,4,5,1,1,2,25
361,"Electricity:  Electrical Systems and Devices",2,3,1,2,1,3,0,2,1,2,4,3,24
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",1,0,0,0,4,1,2,2,4,3,2,5,24
137,"Fluid Handling",3,7,2,3,1,0,1,1,1,1,2,1,23
705,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",0,0,1,0,0,1,2,1,2,3,8,4,22
248,"Supports (e.g., for holding articles, etc.)",1,3,2,1,2,0,4,0,0,2,3,2,20
439,"Electrical Connectors",1,2,0,2,2,1,2,1,1,1,2,5,20
709,"Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems)",0,0,1,1,0,1,3,2,2,3,4,3,20
052,"Static Structures (e.g., Buildings)",1,5,1,1,0,1,1,0,0,1,3,4,18
081,"Tools",6,1,5,2,0,3,0,0,0,1,0,0,18
378,"X-Ray or Gamma Ray Systems or Devices",0,5,0,1,1,1,1,2,1,3,1,2,18
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",4,0,2,3,1,0,1,2,0,1,1,3,18
239,"Fluid Sprinkling, Spraying, and Diffusing",4,3,1,2,1,0,1,0,1,2,2,0,17
324,"Electricity:  Measuring and Testing",1,4,1,2,1,1,2,0,0,1,3,1,17
362,"Illumination",2,2,1,2,2,0,4,1,1,1,0,1,17
029,"Metal Working",0,4,3,1,1,1,2,1,0,0,0,3,16
530,"Chemistry:  Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof",3,1,0,0,2,2,2,3,1,1,0,1,16
073,"Measuring and Testing",0,1,0,1,1,1,0,1,4,0,1,5,15
200,"Electricity:  Circuit Makers and Breakers",1,0,1,3,3,1,1,1,1,1,1,1,15
222,"Dispensing (apparatus and process)",1,2,3,2,2,0,0,0,0,1,2,2,15
606,"Surgery (instruments)",0,3,1,0,0,3,0,0,1,0,3,4,15
123,"Internal-Combustion Engines",2,2,0,2,1,0,0,2,3,0,0,2,14
209,"Classifying, Separating, and Assorting Solids",3,2,2,2,1,1,0,0,1,0,1,1,14
250,"Radiant Energy",1,0,1,2,1,1,2,3,1,1,1,0,14
042,"Firearms",0,1,2,1,0,2,2,1,0,1,0,3,13
607,"Surgery: Light, Thermal, and Electrical Application",0,1,0,0,1,1,0,1,2,1,2,4,13
700,"DP: Generic Control Systems or Specific Applications (Data Processing)",0,0,0,0,4,2,1,0,0,0,5,1,13
165,"Heat Exchange",1,2,2,0,2,2,1,0,1,0,1,0,12
235,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",0,0,0,0,1,0,1,2,1,0,5,2,12
285,"Pipe Joints or Couplings",1,4,2,1,1,1,0,0,1,0,0,1,12
301,"Land Vehicles:  Wheels and Axles",3,0,1,0,1,1,0,2,0,0,2,2,12
126,"Stoves and Furnaces",3,1,0,2,2,0,0,0,0,0,2,1,11
211,"Supports:  Racks",1,2,0,1,1,0,2,0,0,2,1,1,11
356,"Optics:  Measuring and Testing",0,0,2,1,1,0,2,1,1,2,0,1,11
417,"Pumps",1,2,1,2,1,3,0,1,0,0,0,0,11
442,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",0,0,0,0,2,0,1,0,2,0,4,2,11
043,"Fishing, Trapping, and Vermin Destroying",1,1,1,1,2,1,0,0,1,1,1,0,10
049,"Movable or Removable Closures",2,3,1,0,2,1,0,0,0,1,0,0,10
056,"Harvesters",3,1,0,2,1,0,2,1,0,0,0,0,10
114,"Ships",1,0,1,2,0,3,2,0,0,0,1,0,10
131,"Tobacco",0,1,0,0,0,1,1,0,0,0,4,3,10
156,"Adhesive Bonding and Miscellaneous Chemical Manufacture",0,1,1,1,1,1,3,2,0,0,0,0,10
157,"Wheelwright Machines",3,1,0,0,0,1,0,0,2,1,0,2,10
198,"Conveyors:  Power-Driven",1,1,1,3,0,0,0,0,1,0,2,1,10
348,"Television",0,0,0,0,0,0,0,0,2,2,4,2,10
382,"Image Analysis",1,0,0,0,0,0,1,1,0,1,3,3,10
431,"Combustion",2,0,1,1,1,0,0,0,0,1,1,3,10
436,"Chemistry: Analytical and Immunological Testing",0,0,0,0,3,0,0,0,3,2,2,0,10
482,"Exercise Devices",1,0,1,0,0,0,1,0,0,3,0,4,10
532,"Organic Compounds (includes Classes 532-570)",1,1,1,2,0,0,3,0,0,1,1,0,10
604,"Surgery (Medicators and Receptors)",1,1,1,0,0,0,1,1,1,0,4,0,10
082,"Turning (e.g., for metal working)",3,2,1,2,0,0,0,0,0,0,0,1,9
261,"Gas and Liquid Contact Apparatus",0,1,2,2,2,0,0,0,1,1,0,0,9
280,"Land Vehicles",1,0,0,1,0,1,1,1,1,1,1,1,9
381,"Electrical Audio Signal Processing Systems and Devices",1,0,1,0,0,0,0,0,1,2,2,2,9
385,"Optical Waveguides",0,3,2,0,0,0,0,0,0,0,2,2,9
