Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",13,8,3,12,2,3,7,10,16,10,13,19,116
128,"Surgery (includes Class 600)",3,6,7,9,7,2,4,3,5,1,12,5,64
435,"Chemistry: Molecular Biology and Microbiology",2,3,5,5,3,5,3,1,4,1,2,2,36
709,"Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems)",1,0,1,0,2,2,1,7,1,1,2,4,22
250,"Radiant Energy",1,1,1,1,1,4,4,0,3,1,0,2,19
210,"Liquid Purification or Separation",6,3,2,2,3,0,1,0,0,0,1,0,18
532,"Organic Compounds (includes Classes 532-570)",0,2,0,1,1,2,2,1,2,3,1,2,17
606,"Surgery (instruments)",3,0,1,2,3,1,1,1,0,1,4,0,17
707,"DP: Database and File Management or Data Structures (Data Processing)",0,0,0,1,1,0,0,1,0,1,4,9,17
379,"Telephonic Communications",0,0,0,3,3,0,4,0,0,0,0,3,13
713,"Support (Electrical Computers and Digital Processing Systems)",0,0,0,0,0,1,2,1,1,2,2,4,13
324,"Electricity:  Measuring and Testing",0,1,1,1,1,0,2,1,0,1,1,1,10
345,"Computer Graphics Processing and Selective Visual Display Systems",0,0,1,0,1,0,0,1,1,1,1,4,10
700,"DP: Generic Control Systems or Specific Applications (Data Processing)",0,1,0,0,0,1,0,2,0,0,1,5,10
705,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",0,1,0,0,0,0,0,1,1,1,3,3,10
123,"Internal-Combustion Engines",3,4,2,0,0,0,0,0,0,0,0,0,9
436,"Chemistry: Analytical and Immunological Testing",0,0,0,0,1,0,2,0,1,2,2,1,9
310,"Electrical Generator or Motor Structure",0,2,0,0,2,1,0,0,0,1,2,0,8
356,"Optics:  Measuring and Testing",1,0,0,1,0,1,1,1,2,1,0,0,8
385,"Optical Waveguides",0,0,2,1,4,1,0,0,0,0,0,0,8
530,"Chemistry:  Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof",2,1,0,1,0,0,1,1,1,0,0,1,8
604,"Surgery (Medicators and Receptors)",2,1,2,0,1,1,0,0,0,0,0,1,8
701,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",0,1,1,2,1,0,0,0,1,2,0,0,8
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",1,1,0,0,1,0,0,0,1,0,2,2,8
033,"Geometrical Instruments",0,2,1,1,0,1,0,0,1,0,0,1,7
370,"Multiplex Communications",0,0,0,0,0,0,1,2,1,0,2,1,7
418,"Rotary Expansible Chamber Devices",5,1,1,0,0,0,0,0,0,0,0,0,7
062,"Refrigeration",0,0,1,2,1,1,1,0,0,0,0,0,6
340,"Communications:  Electrical",1,0,0,0,0,0,0,0,1,1,1,2,6
073,"Measuring and Testing",3,1,0,0,0,0,0,0,0,1,0,0,5
299,"Mining or In Situ Disintegration of Hard Material",0,1,2,1,1,0,0,0,0,0,0,0,5
427,"Coating Processes",0,0,0,0,0,0,1,0,0,0,2,2,5
428,"Stock Material or Miscellaneous Articles",1,1,0,0,0,0,0,3,0,0,0,0,5
451,"Abrading",0,2,1,1,0,1,0,0,0,0,0,0,5
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",1,0,1,0,1,1,0,0,0,0,1,0,5
711,"Memory (Electrical Computers and Digital Processing Systems)",1,0,0,1,0,0,0,0,1,0,0,2,5
714,"Error Detection/Correction and Fault Detection/Recovery",0,0,0,1,0,1,0,1,0,0,1,1,5
715,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",0,0,1,0,0,1,1,2,0,0,0,0,5
718,"Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems)",0,0,0,0,1,0,0,2,0,1,1,0,5
148,"Metal Treatment",0,0,0,0,0,0,1,0,0,2,1,0,4
248,"Supports (e.g., for holding articles, etc.)",2,0,1,0,0,0,0,0,0,0,0,1,4
326,"Electronic Digital Logic Circuitry",0,0,0,3,1,0,0,0,0,0,0,0,4
327,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",0,0,1,0,1,0,1,0,0,0,1,0,4
429,"Chemistry:  Electrical Current Producing Apparatus, Product, and Process",0,0,0,0,0,0,1,1,0,1,0,1,4
434,"Education and Demonstration",0,1,2,0,0,0,0,0,0,0,1,0,4
703,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",0,0,0,0,0,0,2,0,0,0,0,2,4
710,"Input/Output (Electrical Computers and Digital Processing Systems)",0,0,0,0,1,2,0,0,0,0,0,1,4
002,"Apparel",1,1,0,0,0,0,0,1,0,0,0,0,3
047,"Plant Husbandry",0,2,0,1,0,0,0,0,0,0,0,0,3
052,"Static Structures (e.g., Buildings)",1,0,0,0,0,0,0,1,1,0,0,0,3
089,"Ordnance",0,0,0,0,0,0,0,0,1,0,0,2,3
119,"Animal Husbandry",0,1,0,0,0,0,0,1,0,0,0,1,3
222,"Dispensing (apparatus and process)",2,0,0,1,0,0,0,0,0,0,0,0,3
257,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",0,0,0,0,0,0,0,1,0,0,2,0,3
318,"Electricity:  Motive Power Systems",0,1,0,0,0,0,1,0,0,0,0,1,3
322,"Electricity:  Single Generator Systems",0,0,1,0,1,1,0,0,0,0,0,0,3
351,"Optics:  Eye Examining, Vision Testing and Correcting",1,0,0,0,0,1,1,0,0,0,0,0,3
359,"Optical: Systems and Elements",0,0,0,0,0,0,1,0,0,1,0,1,3
361,"Electricity:  Electrical Systems and Devices",1,0,0,0,0,0,1,0,0,1,0,0,3
375,"Pulse or Digital Communications",1,0,0,0,0,0,0,1,1,0,0,0,3
455,"Telecommunications",0,0,0,1,0,0,0,0,0,0,2,0,3
623,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",0,0,1,0,0,0,0,0,0,1,0,1,3
726,"Information Security",0,0,0,0,0,0,0,0,0,1,0,2,3
034,"Drying and Gas or Vapor Contact with Solids",0,0,0,0,0,0,0,1,1,0,0,0,2
036,"Boots, Shoes, and Leggings",0,0,0,0,0,1,0,0,1,0,0,0,2
042,"Firearms",0,0,0,0,0,0,0,0,0,0,1,1,2
053,"Package Making",1,0,0,0,0,0,1,0,0,0,0,0,2
054,"Harness for Working Animal",1,0,0,0,1,0,0,0,0,0,0,0,2
108,"Horizontally Supported Planar Surfaces",0,0,1,0,1,0,0,0,0,0,0,0,2
162,"Paper Making and Fiber Liberation",1,1,0,0,0,0,0,0,0,0,0,0,2
173,"Tool Driving or Impacting",0,2,0,0,0,0,0,0,0,0,0,0,2
180,"Motor Vehicles",1,0,0,0,0,0,0,0,0,1,0,0,2
