Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
123,"Internal-Combustion Engines",10,3,4,5,8,8,11,7,7,9,9,4,85
701,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",1,3,5,2,3,4,5,8,7,9,9,20,76
280,"Land Vehicles",5,6,2,8,6,8,10,5,6,5,2,7,70
073,"Measuring and Testing",4,4,7,4,5,2,2,3,1,7,2,2,43
296,"Land Vehicles:  Bodies and Tops",3,3,2,3,2,4,5,0,2,4,5,2,35
340,"Communications:  Electrical",2,1,1,0,4,2,5,0,4,5,3,2,29
074,"Machine Element or Mechanism",1,2,1,2,4,2,2,0,0,3,6,2,25
137,"Fluid Handling",3,3,6,2,2,2,4,1,1,1,0,0,25
343,"Communications:  Radio Wave Antennas",0,1,3,0,0,3,2,5,1,3,4,0,22
015,"Brushing, Scrubbing, and General Cleaning",1,2,1,1,1,2,5,4,4,0,0,0,21
219,"Electric Heating",3,5,3,1,1,0,3,1,0,0,2,1,20
204,"Chemistry:  Electrical and Wave Energy",1,1,7,7,2,0,1,0,0,0,0,0,19
135,"Tent, Canopy, Umbrella, or Cane",0,1,0,0,1,1,4,3,1,4,2,0,17
029,"Metal Working",0,1,1,4,1,2,1,0,1,1,1,2,15
422,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",3,0,0,1,3,4,1,0,1,0,0,0,13
429,"Chemistry:  Electrical Current Producing Apparatus, Product, and Process",1,0,1,2,1,2,0,0,0,3,3,0,13
004,"Baths, Closets, Sinks, and Spittoons",1,3,2,2,1,0,0,1,0,1,0,1,12
060,"Power Plants",0,3,1,0,0,1,2,2,0,1,1,1,12
052,"Static Structures (e.g., Buildings)",1,2,3,1,0,1,0,1,0,0,0,2,11
427,"Coating Processes",2,1,1,2,0,1,1,1,1,1,0,0,11
475,"Planetary Gear Transmission Systems or Components",4,0,2,1,0,0,0,2,1,0,0,1,11
264,"Plastic and Nonmetallic Article Shaping or Treating: Processes",2,0,1,1,0,1,2,1,1,0,0,1,10
417,"Pumps",1,1,0,1,0,0,1,1,0,0,0,5,10
473,"Games Using Tangible Projectile",0,0,0,3,0,1,2,0,0,2,0,2,10
220,"Receptacles",1,3,3,0,0,1,0,0,1,0,0,0,9
297,"Chairs and Seats",2,1,0,2,1,0,1,0,0,0,1,1,9
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",0,0,1,1,0,0,1,1,1,2,2,0,9
072,"Metal Deforming",0,0,0,0,0,0,2,1,1,1,1,2,8
210,"Liquid Purification or Separation",0,0,1,2,3,1,1,0,0,0,0,0,8
310,"Electrical Generator or Motor Structure",0,0,1,1,1,1,1,0,0,1,2,0,8
324,"Electricity:  Measuring and Testing",0,0,1,2,2,2,0,0,0,1,0,0,8
415,"Rotary Kinetic Fluid Motors or Pumps",0,1,5,1,0,0,0,1,0,0,0,0,8
477,"Interrelated Power Delivery Controls, Including Engine Control",0,1,0,0,1,2,2,2,0,0,0,0,8
222,"Dispensing (apparatus and process)",0,1,0,1,2,0,1,1,1,0,0,0,7
239,"Fluid Sprinkling, Spraying, and Diffusing",1,2,0,1,0,3,0,0,0,0,0,0,7
285,"Pipe Joints or Couplings",0,0,0,1,1,1,0,1,1,2,0,0,7
318,"Electricity:  Motive Power Systems",0,0,0,0,0,0,3,0,2,0,2,0,7
356,"Optics:  Measuring and Testing",0,0,1,1,1,0,0,0,0,0,2,2,7
359,"Optical: Systems and Elements",1,0,1,1,0,3,1,0,0,0,0,0,7
005,"Beds",0,0,0,0,0,0,1,1,2,1,1,0,6
084,"Music",0,0,3,2,0,0,1,0,0,0,0,0,6
174,"Electricity:  Conductors and Insulators",0,1,1,0,0,2,0,1,0,1,0,0,6
180,"Motor Vehicles",1,1,0,0,1,1,0,0,1,1,0,0,6
188,"Brakes",0,0,1,0,1,0,1,0,0,1,0,2,6
320,"Electricity:  Battery or Capacitor Charging or Discharging",0,0,1,2,0,1,1,0,0,0,0,1,6
