Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
007,"Compound Hand Tools",2,0,1,0,1,0,1,0,0,0,0,0,5
072,"Metal Deforming",0,0,1,0,0,1,1,0,0,0,0,0,3
280,"Land Vehicles",0,0,0,0,0,0,0,1,1,0,1,0,3
015,"Brushing, Scrubbing, and General Cleaning",0,0,0,0,0,1,0,1,0,0,0,0,2
029,"Metal Working",0,0,0,0,0,0,1,1,0,0,0,0,2
052,"Static Structures (e.g., Buildings)",0,1,0,0,0,0,1,0,0,0,0,0,2
073,"Measuring and Testing",0,0,0,0,0,0,1,1,0,0,0,0,2
102,"Ammunition and Explosives",0,0,1,0,0,0,0,0,0,1,0,0,2
137,"Fluid Handling",0,0,0,1,0,0,0,1,0,0,0,0,2
164,"Metal Founding",0,0,0,0,0,0,0,1,0,0,1,0,2
198,"Conveyors:  Power-Driven",0,0,0,1,0,1,0,0,0,0,0,0,2
219,"Electric Heating",0,0,0,0,0,1,1,0,0,0,0,0,2
451,"Abrading",0,0,0,0,2,0,0,0,0,0,0,0,2
714,"Error Detection/Correction and Fault Detection/Recovery",0,0,0,0,0,0,0,0,1,0,1,0,2
034,"Drying and Gas or Vapor Contact with Solids",0,0,0,0,0,0,0,1,0,0,0,0,1
075,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",0,0,0,0,1,0,0,0,0,0,0,0,1
084,"Music",0,0,0,0,0,0,0,0,0,0,1,0,1
110,"Furnaces",0,1,0,0,0,0,0,0,0,0,0,0,1
139,"Textiles:  Weaving",0,0,0,0,0,0,0,0,0,0,1,0,1
148,"Metal Treatment",1,0,0,0,0,0,0,0,0,0,0,0,1
182,"Fire Escape, Ladder, or Scaffold",0,0,0,0,0,0,0,0,0,0,1,0,1
211,"Supports:  Racks",0,0,0,0,0,0,0,0,0,0,1,0,1
224,"Package and Article Carriers",0,0,0,1,0,0,0,0,0,0,0,0,1
242,"Winding, Tensioning, or Guiding",1,0,0,0,0,0,0,0,0,0,0,0,1
254,"Implements or Apparatus for Applying Pushing or Pulling Force",0,0,0,0,1,0,0,0,0,0,0,0,1
264,"Plastic and Nonmetallic Article Shaping or Treating: Processes",0,0,0,0,0,1,0,0,0,0,0,0,1
273,"Amusement Devices:  Games",0,0,0,0,0,0,0,0,0,0,1,0,1
297,"Chairs and Seats",0,0,0,0,1,0,0,0,0,0,0,0,1
359,"Optical: Systems and Elements",0,0,0,0,0,1,0,0,0,0,0,0,1
361,"Electricity:  Electrical Systems and Devices",0,0,0,0,0,0,0,1,0,0,0,0,1
362,"Illumination",0,0,0,0,0,0,1,0,0,0,0,0,1
420,"Alloys or Metallic Compositions",1,0,0,0,0,0,0,0,0,0,0,0,1
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",0,0,0,1,0,0,0,0,0,0,0,0,1
450,"Foundation Garments",0,1,0,0,0,0,0,0,0,0,0,0,1
606,"Surgery (instruments)",1,0,0,0,0,0,0,0,0,0,0,0,1
700,"DP: Generic Control Systems or Specific Applications (Data Processing)",0,0,0,0,0,0,0,0,0,0,0,1,1
710,"Input/Output (Electrical Computers and Digital Processing Systems)",0,0,0,0,1,0,0,0,0,0,0,0,1
