Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
235,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",5,9,6,9,12,10,31,31,44,31,40,63,291
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",8,6,7,14,7,10,13,2,3,6,3,7,86
015,"Brushing, Scrubbing, and General Cleaning",8,7,6,5,3,3,11,12,12,3,6,7,83
152,"Resilient Tires and Wheels",3,6,19,11,5,5,6,4,3,6,3,2,73
705,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",1,2,1,4,0,9,6,6,7,15,13,2,66
280,"Land Vehicles",2,6,6,6,5,3,1,3,2,5,7,4,50
073,"Measuring and Testing",5,3,7,9,4,1,2,1,0,2,0,0,34
156,"Adhesive Bonding and Miscellaneous Chemical Manufacture",3,3,3,1,4,1,1,4,0,3,3,5,31
072,"Metal Deforming",2,2,1,2,2,1,6,4,1,4,5,0,30
340,"Communications:  Electrical",1,0,3,2,0,3,1,4,2,4,5,5,30
206,"Special Receptacle or Package",1,2,4,6,5,4,1,0,1,1,1,1,27
384,"Bearings",1,3,3,7,3,0,1,1,1,1,3,1,25
475,"Planetary Gear Transmission Systems or Components",1,0,1,1,3,1,9,4,2,1,1,0,24
248,"Supports (e.g., for holding articles, etc.)",3,3,4,3,0,2,0,0,1,2,0,1,19
428,"Stock Material or Miscellaneous Articles",3,1,2,2,1,1,0,3,1,1,3,0,18
053,"Package Making",0,1,0,2,2,3,1,0,3,1,1,1,15
222,"Dispensing (apparatus and process)",2,1,1,2,1,0,1,0,1,2,1,3,15
029,"Metal Working",1,0,2,3,2,3,2,0,0,0,0,0,13
220,"Receptacles",1,1,1,1,0,0,1,2,1,2,1,2,13
198,"Conveyors:  Power-Driven",1,2,2,2,0,1,2,0,2,0,0,0,12
379,"Telephonic Communications",0,1,4,3,2,0,0,0,0,0,2,0,12
455,"Telecommunications",5,2,0,0,0,1,1,1,0,1,1,0,12
070,"Locks",1,0,0,0,2,1,0,1,0,4,0,2,11
175,"Boring or Penetrating the Earth",0,0,1,0,2,0,0,0,1,2,4,0,10
211,"Supports:  Racks",0,0,1,1,1,1,1,2,2,0,1,0,10
301,"Land Vehicles:  Wheels and Axles",2,0,1,1,1,0,0,0,0,2,3,0,10
425,"Plastic Article or Earthenware Shaping or Treating: Apparatus",1,0,1,0,1,1,0,1,1,2,1,1,10
148,"Metal Treatment",2,4,0,0,0,2,0,0,0,0,1,0,9
244,"Aeronautics and Astronautics",0,1,0,1,0,0,1,1,1,1,2,1,9
370,"Multiplex Communications",0,1,0,0,0,1,0,1,2,3,0,1,9
423,"Chemistry of Inorganic Compounds",1,1,0,1,0,1,1,0,0,1,1,2,9
482,"Exercise Devices",2,3,1,0,0,0,0,0,1,1,0,1,9
052,"Static Structures (e.g., Buildings)",0,1,0,1,0,1,0,0,0,0,1,4,8
