Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",4,6,2,1,2,1,0,1,0,2,1,1,21
435,"Chemistry: Molecular Biology and Microbiology",0,2,0,0,2,0,0,2,1,0,2,1,10
426,"Food or Edible Material:  Processes, Compositions, and Products",0,2,2,2,1,1,0,0,0,0,0,0,8
250,"Radiant Energy",0,0,0,0,2,1,0,2,0,0,1,1,7
588,"Hazardous or Toxic Waste Destruction or Containment",1,0,2,1,0,0,0,1,1,0,0,1,7
297,"Chairs and Seats",0,0,1,0,0,0,0,0,1,2,1,1,6
037,"Excavating",0,0,0,1,0,0,0,0,0,0,1,3,5
257,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",0,0,1,0,0,0,0,1,0,2,1,0,5
134,"Cleaning and Liquid Contact with Solids",0,0,1,0,0,1,0,0,1,0,1,0,4
210,"Liquid Purification or Separation",0,0,0,0,1,1,0,1,0,0,0,1,4
356,"Optics:  Measuring and Testing",2,0,1,0,0,1,0,0,0,0,0,0,4
362,"Illumination",0,1,0,0,0,1,0,2,0,0,0,0,4
433,"Dentistry",0,1,0,0,0,0,0,0,1,0,1,1,4
530,"Chemistry:  Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof",0,0,0,0,1,0,1,0,0,0,1,1,4
166,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",0,0,0,0,0,0,0,0,0,1,1,1,3
313,"Electric Lamp and Discharge Devices",0,0,0,0,0,1,0,0,1,1,0,0,3
428,"Stock Material or Miscellaneous Articles",2,0,0,0,1,0,0,0,0,0,0,0,3
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",0,1,0,0,1,0,0,0,0,0,1,0,3
800,"Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes",0,1,0,0,1,0,0,0,0,0,1,0,3
002,"Apparel",0,0,1,1,0,0,0,0,0,0,0,0,2
033,"Geometrical Instruments",0,0,0,1,0,0,0,0,1,0,0,0,2
095,"Gas Separation:  Processes",1,0,0,0,0,1,0,0,0,0,0,0,2
106,"Compositions:  Coating or Plastic",0,0,1,0,0,0,0,0,1,0,0,0,2
119,"Animal Husbandry",0,0,0,0,1,0,0,0,0,0,1,0,2
296,"Land Vehicles:  Bodies and Tops",0,0,0,0,1,1,0,0,0,0,0,0,2
307,"Electrical Transmission or Interconnection Systems",0,0,0,0,0,0,0,0,1,1,0,0,2
372,"Coherent Light Generators",0,0,0,0,0,0,1,0,0,0,0,1,2
422,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",0,0,0,0,0,0,0,1,0,0,0,1,2
425,"Plastic Article or Earthenware Shaping or Treating: Apparatus",0,0,0,1,1,0,0,0,0,0,0,0,2
427,"Coating Processes",0,0,0,1,0,0,1,0,0,0,0,0,2
436,"Chemistry: Analytical and Immunological Testing",0,0,0,0,0,0,0,0,0,0,1,1,2
502,"Catalyst, Solid Sorbent, or Support Therefor:  Product or Process of Making",1,0,0,0,0,0,0,0,1,0,0,0,2
532,"Organic Compounds (includes Classes 532-570)",0,0,0,0,1,0,0,1,0,0,0,0,2
604,"Surgery (Medicators and Receptors)",0,0,0,1,0,0,1,0,0,0,0,0,2
024,"Buckles, Buttons, Clasps, Etc.",0,0,0,0,0,0,1,0,0,0,0,0,1
030,"Cutlery",0,0,0,0,0,0,0,0,0,0,0,1,1
034,"Drying and Gas or Vapor Contact with Solids",0,0,1,0,0,0,0,0,0,0,0,0,1
052,"Static Structures (e.g., Buildings)",0,0,0,0,0,1,0,0,0,0,0,0,1
054,"Harness for Working Animal",0,0,0,0,0,0,0,0,0,1,0,0,1
055,"Gas Separation",0,1,0,0,0,0,0,0,0,0,0,0,1
060,"Power Plants",0,0,0,0,0,0,0,0,1,0,0,0,1
062,"Refrigeration",0,0,0,0,0,0,0,0,0,0,1,0,1
072,"Metal Deforming",0,0,0,0,0,0,1,0,0,0,0,0,1
073,"Measuring and Testing",0,0,0,0,0,0,1,0,0,0,0,0,1
096,"Gas Separation:  Apparatus",0,0,0,0,0,1,0,0,0,0,0,0,1
111,"Planting",0,0,0,0,0,0,0,0,1,0,0,0,1
137,"Fluid Handling",0,0,0,1,0,0,0,0,0,0,0,0,1
169,"Fire Extinguishers",0,0,0,0,0,0,0,0,0,0,1,0,1
172,"Earth Working",0,0,0,0,0,0,0,0,0,0,0,1,1
198,"Conveyors:  Power-Driven",0,0,0,0,0,0,0,0,0,0,0,1,1
208,"Mineral Oils: Processes and Products",0,0,0,0,0,0,0,0,0,1,0,0,1
248,"Supports (e.g., for holding articles, etc.)",0,0,0,1,0,0,0,0,0,0,0,0,1
269,"Work Holders",0,0,0,0,1,0,0,0,0,0,0,0,1
294,"Handling:  Hand and Hoist-Line Implements",0,0,0,0,0,0,0,0,0,0,0,1,1
310,"Electrical Generator or Motor Structure",0,0,0,0,0,0,0,1,0,0,0,0,1
312,"Supports:  Cabinet Structure",1,0,0,0,0,0,0,0,0,0,0,0,1
359,"Optical: Systems and Elements",0,0,0,0,0,0,0,1,0,0,0,0,1
403,"Joints and Connections",0,0,0,1,0,0,0,0,0,0,0,0,1
414,"Material or Article Handling",0,0,0,0,0,0,0,0,0,0,1,0,1
445,"Electric Lamp or Space Discharge Component or Device Manufacturing",0,0,0,0,0,0,0,0,0,1,0,0,1
451,"Abrading",0,0,0,0,0,0,1,0,0,0,0,0,1
