Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
439,"Electrical Connectors",0,0,0,0,0,0,0,1,1,1,4,2,9
385,"Optical Waveguides",0,0,2,1,0,2,0,0,1,0,1,0,7
188,"Brakes",0,2,0,0,0,2,1,0,0,0,1,0,6
426,"Food or Edible Material:  Processes, Compositions, and Products",0,0,1,0,1,0,0,2,0,0,2,0,6
029,"Metal Working",1,1,0,0,0,1,0,0,1,0,0,0,4
248,"Supports (e.g., for holding articles, etc.)",0,0,0,1,0,1,0,2,0,0,0,0,4
493,"Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web",0,0,0,0,1,2,0,0,1,0,0,0,4
053,"Package Making",0,0,0,0,1,2,0,0,0,0,0,0,3
172,"Earth Working",0,0,2,0,0,0,0,0,0,0,1,0,3
411,"Expanded, Threaded, Driven, Headed, Tool-Deformed, or Locked-Threaded Fastener",0,1,0,1,0,0,0,1,0,0,0,0,3
482,"Exercise Devices",0,0,1,1,1,0,0,0,0,0,0,0,3
530,"Chemistry:  Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof",1,0,0,0,1,0,0,0,0,0,1,0,3
532,"Organic Compounds (includes Classes 532-570)",0,0,0,0,0,0,0,0,1,1,0,1,3
016,"Miscellaneous Hardware",1,0,0,0,0,1,0,0,0,0,0,0,2
024,"Buckles, Buttons, Clasps, Etc.",0,0,0,0,0,1,0,0,0,1,0,0,2
047,"Plant Husbandry",0,0,0,0,1,0,0,0,0,0,0,1,2
060,"Power Plants",0,0,0,0,0,0,0,0,1,0,1,0,2
081,"Tools",0,1,0,0,0,0,0,0,0,0,0,1,2
091,"Motors: Expansible Chamber Type",0,0,0,0,0,0,0,2,0,0,0,0,2
111,"Planting",0,1,0,0,0,0,0,0,0,0,0,1,2
152,"Resilient Tires and Wheels",0,0,0,0,0,0,0,0,0,0,1,1,2
192,"Clutches and Power-Stop Control",0,0,0,1,0,0,0,0,0,1,0,0,2
210,"Liquid Purification or Separation",0,0,0,0,0,0,0,0,1,0,0,1,2
277,"Seal for a Joint or Juncture",0,0,0,1,1,0,0,0,0,0,0,0,2
280,"Land Vehicles",0,0,2,0,0,0,0,0,0,0,0,0,2
333,"Wave Transmission Lines and Networks",0,0,0,0,0,0,0,0,1,0,0,1,2
382,"Image Analysis",0,1,0,0,0,0,0,1,0,0,0,0,2
383,"Flexible Bags",0,0,0,0,0,1,1,0,0,0,0,0,2
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",1,1,0,0,0,0,0,0,0,0,0,0,2
473,"Games Using Tangible Projectile",0,0,0,0,0,1,1,0,0,0,0,0,2
033,"Geometrical Instruments",0,0,0,0,0,0,0,0,0,0,0,1,1
040,"Card, Picture, or Sign Exhibiting",0,1,0,0,0,0,0,0,0,0,0,0,1
072,"Metal Deforming",0,0,0,0,0,0,1,0,0,0,0,0,1
073,"Measuring and Testing",0,0,0,0,0,0,0,0,1,0,0,0,1
074,"Machine Element or Mechanism",0,0,0,0,0,1,0,0,0,0,0,0,1
083,"Cutting",0,0,0,0,1,0,0,0,0,0,0,0,1
092,"Expansible Chamber Devices",0,0,0,0,0,0,0,0,0,1,0,0,1
123,"Internal-Combustion Engines",0,0,0,0,0,0,0,0,1,0,0,0,1
156,"Adhesive Bonding and Miscellaneous Chemical Manufacture",0,0,0,0,1,0,0,0,0,0,0,0,1
174,"Electricity:  Conductors and Insulators",0,0,0,0,0,0,1,0,0,0,0,0,1
206,"Special Receptacle or Package",0,0,0,0,0,1,0,0,0,0,0,0,1
213,"Railway Draft Appliances",1,0,0,0,0,0,0,0,0,0,0,0,1
225,"Severing by Tearing or Breaking",0,0,0,1,0,0,0,0,0,0,0,0,1
266,"Metallurgical Apparatus",0,0,0,0,0,0,1,0,0,0,0,0,1
267,"Spring Devices",0,1,0,0,0,0,0,0,0,0,0,0,1
297,"Chairs and Seats",0,0,0,0,0,0,0,0,0,0,0,1,1
312,"Supports:  Cabinet Structure",0,0,0,0,0,1,0,0,0,0,0,0,1
324,"Electricity:  Measuring and Testing",0,0,1,0,0,0,0,0,0,0,0,0,1
351,"Optics:  Eye Examining, Vision Testing and Correcting",0,0,0,0,0,0,0,0,0,0,1,0,1
356,"Optics:  Measuring and Testing",0,0,0,0,0,0,0,1,0,0,0,0,1
366,"Agitating (e.g., of articles and materials)",0,0,0,0,0,0,0,0,0,1,0,0,1
384,"Bearings",0,0,0,0,0,1,0,0,0,0,0,0,1
408,"Cutting by Use of Rotating Axially Moving Tool",0,0,1,0,0,0,0,0,0,0,0,0,1
434,"Education and Demonstration",0,0,0,0,1,0,0,0,0,0,0,0,1
435,"Chemistry: Molecular Biology and Microbiology",0,0,0,0,0,0,0,0,0,0,1,0,1
452,"Butchering",0,0,0,0,0,0,0,0,0,0,1,0,1
460,"Crop Threshing or Separating",0,0,0,0,0,0,1,0,0,0,0,0,1
464,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",0,0,0,0,0,1,0,0,0,0,0,0,1
601,"Surgery: Kinesitherapy",0,0,0,0,0,1,0,0,0,0,0,0,1
602,"Surgery: Splint, Brace, or Bandage",0,0,0,0,0,1,0,0,0,0,0,0,1
