Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
310,"Electrical Generator or Motor Structure",4,4,3,1,4,2,2,3,1,1,3,4,32
029,"Metal Working",0,6,2,9,2,1,2,0,2,2,1,1,28
210,"Liquid Purification or Separation",5,0,1,1,2,4,2,5,2,1,2,3,28
318,"Electricity:  Motive Power Systems",0,2,0,0,0,1,6,2,4,4,4,3,26
073,"Measuring and Testing",0,1,0,1,0,0,8,6,5,1,0,3,25
800,"Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes",1,0,1,0,1,0,0,0,1,5,5,11,25
361,"Electricity:  Electrical Systems and Devices",3,2,0,0,0,0,0,0,1,7,4,7,24
060,"Power Plants",2,2,1,2,0,1,6,2,0,3,3,1,23
322,"Electricity:  Single Generator Systems",2,0,0,0,0,1,1,2,3,3,5,3,20
004,"Baths, Closets, Sinks, and Spittoons",2,2,8,2,2,0,0,0,0,1,1,1,19
156,"Adhesive Bonding and Miscellaneous Chemical Manufacture",0,0,4,1,0,2,2,0,1,2,4,0,16
040,"Card, Picture, or Sign Exhibiting",1,0,2,4,0,1,1,2,3,0,1,0,15
137,"Fluid Handling",2,2,2,1,1,0,2,1,1,0,1,2,15
220,"Receptacles",2,0,1,1,1,0,3,2,0,1,2,2,15
248,"Supports (e.g., for holding articles, etc.)",1,0,2,1,2,0,1,2,1,0,4,1,15
072,"Metal Deforming",2,1,0,2,1,0,0,3,2,1,2,0,14
222,"Dispensing (apparatus and process)",1,3,0,1,0,1,2,1,0,0,2,3,14
290,"Prime-Mover Dynamo Plants",1,0,1,1,0,2,2,3,0,1,2,1,14
435,"Chemistry: Molecular Biology and Microbiology",1,3,0,2,1,1,1,0,2,1,1,1,14
206,"Special Receptacle or Package",0,0,1,1,1,1,0,1,0,2,2,4,13
324,"Electricity:  Measuring and Testing",0,2,1,0,0,0,0,6,1,0,0,3,13
219,"Electric Heating",0,2,2,4,2,1,1,0,0,0,0,0,12
251,"Valves and Valve Actuation",1,0,0,1,0,1,3,0,2,1,1,2,12
030,"Cutlery",1,1,0,1,3,1,1,0,1,2,0,0,11
211,"Supports:  Racks",1,1,1,0,2,0,0,0,0,0,2,4,11
