Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",6,3,4,2,3,0,1,1,0,2,3,2,27
428,"Stock Material or Miscellaneous Articles",3,3,1,2,0,0,0,1,0,0,1,0,11
606,"Surgery (instruments)",1,1,0,1,3,2,0,1,0,0,0,2,11
073,"Measuring and Testing",0,0,0,0,1,0,0,2,1,1,2,1,8
532,"Organic Compounds (includes Classes 532-570)",0,1,1,1,0,1,2,0,1,1,0,0,8
005,"Beds",1,0,0,0,0,3,2,0,0,1,0,0,7
055,"Gas Separation",0,0,0,0,0,0,0,2,0,1,1,2,6
128,"Surgery (includes Class 600)",0,0,0,0,0,1,0,0,0,3,2,0,6
264,"Plastic and Nonmetallic Article Shaping or Treating: Processes",0,1,0,1,1,1,1,0,0,0,0,0,5
435,"Chemistry: Molecular Biology and Microbiology",0,0,0,1,1,0,0,0,1,0,0,2,5
114,"Ships",1,0,0,1,1,0,1,0,0,0,0,0,4
180,"Motor Vehicles",0,0,0,0,0,0,0,0,0,0,3,1,4
043,"Fishing, Trapping, and Vermin Destroying",0,0,0,0,0,0,1,1,1,0,0,0,3
123,"Internal-Combustion Engines",0,0,0,0,0,0,0,2,0,1,0,0,3
126,"Stoves and Furnaces",0,0,0,0,0,0,0,0,0,0,3,0,3
134,"Cleaning and Liquid Contact with Solids",0,0,0,1,0,0,0,0,0,0,1,1,3
297,"Chairs and Seats",0,0,0,0,0,0,0,2,1,0,0,0,3
312,"Supports:  Cabinet Structure",0,0,0,0,0,0,0,0,0,0,0,3,3
356,"Optics:  Measuring and Testing",0,0,0,0,0,1,0,0,0,0,0,2,3
362,"Illumination",0,0,0,0,0,0,1,0,1,0,1,0,3
008,"Bleaching and Dyeing; Fluid Treatment and Chemical Modification of Textiles and Fibers",1,0,1,0,0,0,0,0,0,0,0,0,2
033,"Geometrical Instruments",0,0,1,0,1,0,0,0,0,0,0,0,2
047,"Plant Husbandry",0,1,0,1,0,0,0,0,0,0,0,0,2
057,"Textiles:  Spinning, Twisting, and Twining",0,0,0,0,1,0,1,0,0,0,0,0,2
095,"Gas Separation:  Processes",0,0,0,0,0,0,0,0,0,1,1,0,2
119,"Animal Husbandry",0,1,1,0,0,0,0,0,0,0,0,0,2
204,"Chemistry:  Electrical and Wave Energy",1,0,0,0,0,0,0,1,0,0,0,0,2
320,"Electricity:  Battery or Capacitor Charging or Discharging",0,0,0,0,0,0,0,0,0,1,0,1,2
396,"Photography",0,1,0,0,0,0,1,0,0,0,0,0,2
433,"Dentistry",0,0,1,0,0,0,0,0,0,0,1,0,2
442,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",1,0,0,0,0,0,0,0,0,1,0,0,2
473,"Games Using Tangible Projectile",0,0,0,0,0,0,0,0,1,0,1,0,2
482,"Exercise Devices",0,0,1,0,1,0,0,0,0,0,0,0,2
602,"Surgery: Splint, Brace, or Bandage",1,0,1,0,0,0,0,0,0,0,0,0,2
604,"Surgery (Medicators and Receptors)",0,0,0,0,0,0,0,0,0,0,1,1,2
607,"Surgery: Light, Thermal, and Electrical Application",0,0,0,0,0,0,0,0,0,1,0,1,2
704,"DP: Speech Signal Processing, Linguistics, Language Translation, and Audio Compression/Decompression (Data Processing)",0,0,0,0,1,0,1,0,0,0,0,0,2
716,"Computer-Aided Design and Analysis of Circuits and Semiconductor Masks",0,0,0,0,0,0,0,0,1,0,0,1,2
002,"Apparel",0,0,0,0,0,1,0,0,0,0,0,0,1
024,"Buckles, Buttons, Clasps, Etc.",0,0,1,0,0,0,0,0,0,0,0,0,1
030,"Cutlery",0,0,0,0,0,0,0,1,0,0,0,0,1
049,"Movable or Removable Closures",0,0,1,0,0,0,0,0,0,0,0,0,1
056,"Harvesters",1,0,0,0,0,0,0,0,0,0,0,0,1
068,"Textiles:  Fluid Treating Apparatus",1,0,0,0,0,0,0,0,0,0,0,0,1
101,"Printing",0,1,0,0,0,0,0,0,0,0,0,0,1
132,"Toilet",1,0,0,0,0,0,0,0,0,0,0,0,1
138,"Pipes and Tubular Conduits",0,0,0,0,0,0,0,0,1,0,0,0,1
139,"Textiles:  Weaving",0,0,0,0,0,0,0,0,0,0,0,1,1
156,"Adhesive Bonding and Miscellaneous Chemical Manufacture",0,0,0,0,0,0,0,0,0,0,0,1,1
174,"Electricity:  Conductors and Insulators",0,0,1,0,0,0,0,0,0,0,0,0,1
205,"Electrolysis:  Processes, Compositions Used Therein, and Methods of Preparing the Compositions",1,0,0,0,0,0,0,0,0,0,0,0,1
206,"Special Receptacle or Package",0,0,0,0,0,0,0,0,0,0,1,0,1
210,"Liquid Purification or Separation",0,0,0,0,0,0,0,0,0,1,0,0,1
211,"Supports:  Racks",0,0,0,0,0,0,0,0,0,0,1,0,1
219,"Electric Heating",0,0,0,0,0,0,0,0,0,0,1,0,1
222,"Dispensing (apparatus and process)",0,0,0,1,0,0,0,0,0,0,0,0,1
280,"Land Vehicles",0,0,0,1,0,0,0,0,0,0,0,0,1
292,"Closure Fasteners",0,0,0,0,0,0,0,0,0,0,0,1,1
296,"Land Vehicles:  Bodies and Tops",0,0,0,0,0,0,0,1,0,0,0,0,1
340,"Communications:  Electrical",0,0,0,0,0,0,0,0,0,0,0,1,1
343,"Communications:  Radio Wave Antennas",0,1,0,0,0,0,0,0,0,0,0,0,1
351,"Optics:  Eye Examining, Vision Testing and Correcting",0,0,0,0,0,0,0,0,0,0,1,0,1
370,"Multiplex Communications",0,0,0,0,0,0,0,0,0,0,0,1,1
378,"X-Ray or Gamma Ray Systems or Devices",0,0,0,0,0,0,0,0,1,0,0,0,1
404,"Road Structure, Process, or Apparatus",0,1,0,0,0,0,0,0,0,0,0,0,1
408,"Cutting by Use of Rotating Axially Moving Tool",0,0,0,0,0,0,0,0,1,0,0,0,1
425,"Plastic Article or Earthenware Shaping or Treating: Apparatus",0,0,1,0,0,0,0,0,0,0,0,0,1
455,"Telecommunications",0,0,0,0,0,0,0,0,0,0,0,1,1
502,"Catalyst, Solid Sorbent, or Support Therefor:  Product or Process of Making",0,0,0,0,0,0,1,0,0,0,0,0,1
530,"Chemistry:  Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof",0,0,0,0,0,0,0,0,1,0,0,0,1
585,"Chemistry of Hydrocarbon Compounds",0,1,0,0,0,0,0,0,0,0,0,0,1
623,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",0,0,0,0,0,0,1,0,0,0,0,0,1
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",0,0,0,0,0,0,0,0,1,0,0,0,1
705,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",0,0,0,0,0,0,0,0,0,0,1,0,1
800,"Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes",1,0,0,0,0,0,0,0,0,0,0,0,1
