Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
356,"Optics:  Measuring and Testing",0,2,2,4,0,0,3,1,2,2,4,1,21
435,"Chemistry: Molecular Biology and Microbiology",1,2,2,1,1,0,5,1,1,1,1,3,19
706,"DP: Artificial Intelligence (Data Processing)",0,0,0,1,0,2,3,0,5,2,3,3,19
463,"Amusement Devices: Games",0,0,0,0,0,0,0,0,0,1,14,2,17
210,"Liquid Purification or Separation",0,0,0,0,3,1,3,4,1,1,1,2,16
073,"Measuring and Testing",2,1,2,1,1,1,0,1,0,2,2,1,14
340,"Communications:  Electrical",1,3,0,1,2,0,2,1,1,1,1,0,13
532,"Organic Compounds (includes Classes 532-570)",0,1,0,1,2,0,1,0,2,1,4,1,13
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",0,0,0,0,1,1,6,2,1,0,2,0,13
705,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",2,1,0,0,0,0,0,0,1,0,6,3,13
250,"Radiant Energy",0,1,0,0,1,0,1,0,0,2,2,3,10
707,"DP: Database and File Management or Data Structures (Data Processing)",0,0,0,2,1,0,0,0,0,2,3,1,9
114,"Ships",0,2,0,1,0,2,3,0,0,0,0,0,8
264,"Plastic and Nonmetallic Article Shaping or Treating: Processes",1,2,0,0,0,0,0,1,0,2,0,2,8
060,"Power Plants",2,0,0,3,0,0,1,0,1,0,0,0,7
372,"Coherent Light Generators",1,1,2,0,1,1,0,1,0,0,0,0,7
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",0,0,0,0,4,0,0,0,0,1,1,1,7
062,"Refrigeration",1,0,1,4,0,0,0,0,0,0,0,0,6
166,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",1,2,0,0,0,0,0,0,0,1,2,0,6
359,"Optical: Systems and Elements",0,0,0,3,3,0,0,0,0,0,0,0,6
436,"Chemistry: Analytical and Immunological Testing",0,0,0,1,1,0,0,1,0,2,1,0,6
438,"Semiconductor Device Manufacturing: Process",0,1,1,0,2,0,1,0,0,1,0,0,6
204,"Chemistry:  Electrical and Wave Energy",0,2,0,2,0,0,0,1,0,0,0,0,5
324,"Electricity:  Measuring and Testing",2,0,1,0,0,1,0,0,0,0,0,1,5
405,"Hydraulic and Earth Engineering",1,0,1,1,0,0,0,0,1,0,0,1,5
423,"Chemistry of Inorganic Compounds",0,0,1,1,0,0,1,0,1,0,1,0,5
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",0,1,0,0,1,1,0,0,0,1,0,1,5
606,"Surgery (instruments)",0,0,0,1,0,0,0,0,1,0,3,0,5
700,"DP: Generic Control Systems or Specific Applications (Data Processing)",0,0,0,0,0,0,2,0,0,0,1,2,5
370,"Multiplex Communications",0,0,0,0,0,0,0,2,0,0,1,1,4
530,"Chemistry:  Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof",0,0,0,0,0,0,0,1,0,1,0,2,4
703,"DP: Structural Design, Modeling, Simulation, and Emulation (Data Processing)",1,0,2,0,0,0,1,0,0,0,0,0,4
002,"Apparel",0,0,0,0,0,1,0,1,0,0,0,1,3
033,"Geometrical Instruments",0,0,0,0,0,1,0,0,1,1,0,0,3
055,"Gas Separation",0,0,0,0,0,0,0,0,1,0,1,1,3
075,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",1,0,0,0,2,0,0,0,0,0,0,0,3
128,"Surgery (includes Class 600)",0,1,0,0,0,0,0,0,0,0,2,0,3
257,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",0,0,0,0,1,0,0,1,1,0,0,0,3
297,"Chairs and Seats",0,1,0,0,0,0,1,0,0,1,0,0,3
333,"Wave Transmission Lines and Networks",0,0,0,0,0,0,0,0,0,1,0,2,3
342,"Communications:  Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",0,0,1,1,0,1,0,0,0,0,0,0,3
365,"Static Information Storage and Retrieval",0,3,0,0,0,0,0,0,0,0,0,0,3
385,"Optical Waveguides",0,0,0,0,0,0,0,0,0,2,0,1,3
