Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
385,"Optical Waveguides",4,19,28,20,26,12,9,13,7,3,3,1,145
065,"Glass Manufacturing",3,11,8,5,6,5,3,2,1,1,3,3,51
501,"Compositions: Ceramic",4,6,6,5,3,4,3,1,2,4,6,6,50
359,"Optical: Systems and Elements",2,1,3,10,7,5,1,0,2,1,2,1,35
264,"Plastic and Nonmetallic Article Shaping or Treating: Processes",2,4,0,4,3,0,1,3,1,0,1,2,21
502,"Catalyst, Solid Sorbent, or Support Therefor:  Product or Process of Making",2,5,2,1,1,3,0,3,0,0,1,1,19
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",1,2,0,4,2,1,1,0,1,0,4,3,19
428,"Stock Material or Miscellaneous Articles",1,2,1,1,2,1,0,2,0,2,0,5,17
429,"Chemistry:  Electrical Current Producing Apparatus, Product, and Process",1,0,1,4,0,1,0,1,2,2,0,2,14
055,"Gas Separation",0,3,2,1,1,0,0,1,0,1,2,1,12
438,"Semiconductor Device Manufacturing: Process",0,0,0,2,0,0,0,1,3,1,2,2,11
250,"Radiant Energy",1,1,1,0,0,0,0,0,0,3,3,1,10
430,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",0,3,0,2,2,1,0,1,0,0,0,1,10
439,"Electrical Connectors",4,0,0,0,1,1,0,0,0,2,0,2,10
073,"Measuring and Testing",1,0,0,1,1,0,1,0,0,1,0,4,9
313,"Electric Lamp and Discharge Devices",1,2,2,2,1,1,0,0,0,0,0,0,9
356,"Optics:  Measuring and Testing",0,0,0,0,2,1,1,1,1,0,0,3,9
029,"Metal Working",2,0,1,1,1,0,1,0,0,0,1,1,8
210,"Liquid Purification or Separation",2,3,2,0,0,0,0,1,0,0,0,0,8
427,"Coating Processes",1,0,1,1,1,1,0,1,0,0,1,1,8
198,"Conveyors:  Power-Driven",0,0,1,0,1,0,0,1,0,1,2,1,7
206,"Special Receptacle or Package",0,0,1,1,0,2,0,2,0,0,0,1,7
398,"Optical Communications",1,1,1,3,0,0,0,0,0,1,0,0,7
422,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",0,0,0,2,0,1,0,0,1,0,2,1,7
423,"Chemistry of Inorganic Compounds",1,1,1,0,1,1,0,0,0,1,1,0,7
117,"Single-Crystal, Oriented-Crystal, and Epitaxy Growth Processes; Non-Coating Apparatus Therefor",0,0,1,1,1,0,2,1,0,0,0,0,6
252,"Compositions",0,0,0,2,1,0,1,0,1,0,1,0,6
156,"Adhesive Bonding and Miscellaneous Chemical Manufacture",0,1,2,0,0,0,0,0,0,0,0,2,5
279,"Chucks or Sockets",0,2,0,0,1,0,1,0,0,0,0,1,5
425,"Plastic Article or Earthenware Shaping or Treating: Apparatus",0,1,1,0,0,0,1,0,1,0,0,1,5
451,"Abrading",1,0,0,1,0,1,1,1,0,0,0,0,5
095,"Gas Separation:  Processes",0,0,0,0,1,0,0,0,0,1,1,1,4
192,"Clutches and Power-Stop Control",0,0,0,2,1,0,0,0,1,0,0,0,4
219,"Electric Heating",1,0,3,0,0,0,0,0,0,0,0,0,4
436,"Chemistry: Analytical and Immunological Testing",0,0,1,0,1,1,0,0,0,0,1,0,4
532,"Organic Compounds (includes Classes 532-570)",0,0,0,0,0,2,1,0,0,0,0,1,4
060,"Power Plants",1,0,0,0,0,0,0,0,0,0,1,1,3
