Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
438,"Semiconductor Device Manufacturing: Process",41,56,70,121,117,147,153,139,125,99,104,79,1251
347,"Incremental Printing of Symbolic Information",55,78,74,89,72,60,60,28,34,34,77,60,721
382,"Image Analysis",11,27,45,73,79,57,76,75,50,48,75,94,710
257,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",13,21,30,44,50,66,83,68,69,52,93,61,650
370,"Multiplex Communications",13,15,16,30,35,33,46,44,87,81,95,101,596
713,"Support (Electrical Computers and Digital Processing Systems)",22,27,22,36,35,40,61,58,58,66,67,66,558
709,"Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems)",24,24,23,29,34,43,45,52,57,51,56,65,503
711,"Memory (Electrical Computers and Digital Processing Systems)",17,22,44,47,44,45,71,33,47,51,35,38,494
324,"Electricity:  Measuring and Testing",22,29,32,35,45,34,40,64,57,45,33,24,460
710,"Input/Output (Electrical Computers and Digital Processing Systems)",35,23,36,61,55,37,40,28,24,35,29,30,433
345,"Computer Graphics Processing and Selective Visual Display Systems",24,28,30,36,36,30,43,33,18,28,25,31,362
714,"Error Detection/Correction and Fault Detection/Recovery",16,10,11,38,32,17,31,34,43,41,48,29,350
327,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",26,37,51,46,39,19,36,24,21,12,15,11,337
036,"Boots, Shoes, and Leggings",11,6,17,7,16,28,31,24,26,34,62,64,326
375,"Pulse or Digital Communications",11,27,26,19,18,17,22,40,32,24,31,31,298
358,"Facsimile and Static Presentation Processing",8,4,6,13,14,18,36,37,46,34,29,43,288
361,"Electricity:  Electrical Systems and Devices",22,16,35,38,25,23,19,24,17,17,14,11,261
455,"Telecommunications",9,3,10,7,15,12,24,31,24,26,51,35,247
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",5,4,12,22,28,23,31,37,24,28,10,15,239
716,"Computer-Aided Design and Analysis of Circuits and Semiconductor Masks",5,7,12,14,15,16,19,40,24,25,21,28,226
712,"Processing Architectures and Instruction Processing, e.g., Processors (Electrical Computers and Digital Processing Systems)",23,17,23,18,18,23,23,16,19,13,14,13,220
365,"Static Information Storage and Retrieval",12,12,14,24,26,18,20,26,17,15,8,15,207
707,"DP: Database and File Management or Data Structures (Data Processing)",7,13,9,10,14,12,15,15,23,16,33,31,198
348,"Television",16,19,11,9,12,15,15,14,9,20,22,26,188
326,"Electronic Digital Logic Circuitry",14,16,31,28,26,11,11,13,13,4,5,4,176
726,"Information Security",7,6,1,1,8,7,28,16,18,17,21,21,151
250,"Radiant Energy",5,9,13,9,20,16,16,8,19,10,11,10,146
340,"Communications:  Electrical",8,7,11,8,11,8,15,11,20,16,10,19,144
439,"Electrical Connectors",17,12,15,13,20,12,12,8,9,9,7,8,142
715,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",8,7,14,11,4,9,18,18,6,12,11,20,138
430,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",5,3,5,8,12,13,26,17,15,16,12,5,137
359,"Optical: Systems and Elements",6,6,4,10,13,5,21,9,9,11,12,9,115
353,"Optics:  Image Projectors",4,5,7,7,7,5,29,18,18,7,4,4,115
330,"Amplifiers",4,6,9,14,15,8,6,17,16,7,6,7,115
705,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",6,5,2,3,2,10,5,11,12,12,9,27,104
128,"Surgery (includes Class 600)",13,5,6,11,6,2,13,10,7,4,10,16,103
380,"Cryptography",4,5,2,3,6,9,13,9,9,12,11,19,102
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",8,8,12,14,8,3,9,4,8,9,6,9,98
083,"Cutting",2,4,3,1,6,10,9,12,6,10,17,17,97
718,"Virtual Machine Task or Process Management or Task Management/Control (Electrical Computers and Digital Processing Systems)",2,4,3,5,7,8,6,6,12,6,21,16,96
029,"Metal Working",6,7,5,8,10,7,18,9,5,5,8,7,95
356,"Optics:  Measuring and Testing",5,5,9,8,12,9,14,7,10,1,8,6,94
708,"Arithmetic Processing and Calculating (Electrical Computers)",7,9,4,5,9,8,10,8,8,9,7,10,94
280,"Land Vehicles",8,14,7,4,3,10,5,10,7,7,12,7,94
002,"Apparel",7,4,10,5,6,8,4,8,3,13,11,11,90
341,"Coded Data Generation or Conversion",5,8,10,9,13,8,5,6,10,5,6,1,86
717,"DP: Software Development, Installation, and Management (Data Processing)",5,5,5,7,3,3,9,9,5,7,19,9,86
482,"Exercise Devices",3,7,5,9,6,5,5,4,6,9,5,21,85
435,"Chemistry: Molecular Biology and Microbiology",11,9,8,11,9,6,3,4,8,3,3,9,84
400,"Typewriting Machines",7,11,17,13,11,11,3,4,1,1,2,2,83
379,"Telephonic Communications",3,4,8,9,10,12,13,5,5,2,3,8,82
451,"Abrading",10,8,11,9,11,13,8,6,1,0,0,1,78
725,"Interactive Video Distribution Systems",5,3,2,4,3,3,7,18,1,9,5,15,75
700,"DP: Generic Control Systems or Specific Applications (Data Processing)",3,1,5,7,5,8,8,3,11,9,6,9,75
428,"Stock Material or Miscellaneous Articles",7,6,8,5,10,4,7,5,10,6,5,1,74
323,"Electricity:  Power Supply or Regulation Systems",5,10,10,6,5,3,2,6,4,8,9,6,74
174,"Electricity:  Conductors and Insulators",3,2,9,12,12,7,7,5,4,5,3,4,73
