Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
219,"Electric Heating",1,0,0,1,1,1,1,1,0,0,0,1,7
324,"Electricity:  Measuring and Testing",0,1,1,0,1,1,1,0,0,0,0,0,6
361,"Electricity:  Electrical Systems and Devices",1,1,0,0,1,0,0,0,1,0,0,0,4
345,"Computer Graphics Processing and Selective Visual Display Systems",0,0,1,2,0,0,0,0,0,0,0,0,4
463,"Amusement Devices: Games",0,0,0,0,0,0,1,0,0,0,1,0,3
375,"Pulse or Digital Communications",0,0,0,0,0,0,0,2,0,0,0,0,3
029,"Metal Working",0,0,0,0,0,0,0,0,0,0,1,0,2
073,"Measuring and Testing",0,0,0,0,0,0,1,0,0,0,0,0,2
290,"Prime-Mover Dynamo Plants",0,0,0,0,0,0,0,0,0,0,0,0,2
315,"Electric Lamp and Discharge Devices:  Systems",0,0,0,0,1,1,0,0,0,0,0,0,2
128,"Surgery (includes Class 600)",0,0,0,0,0,0,0,0,0,1,0,0,2
273,"Amusement Devices:  Games",0,0,0,0,0,0,0,0,0,0,0,1,2
330,"Amplifiers",0,0,0,0,0,1,0,0,0,0,0,0,2
404,"Road Structure, Process, or Apparatus",0,0,1,0,0,0,0,0,0,0,0,0,2
004,"Baths, Closets, Sinks, and Spittoons",0,1,0,0,0,0,0,0,0,0,0,0,1
075,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",0,0,0,0,0,0,0,0,0,0,1,0,1
244,"Aeronautics and Astronautics",0,0,0,0,0,0,1,0,0,0,0,0,1
248,"Supports (e.g., for holding articles, etc.)",0,0,0,1,0,0,0,0,0,0,0,0,1
381,"Electrical Audio Signal Processing Systems and Devices",0,0,0,0,0,0,0,0,0,0,0,0,1
700,"DP: Generic Control Systems or Specific Applications (Data Processing)",0,0,0,0,0,0,0,0,0,0,1,0,1
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",0,0,0,0,0,0,1,0,0,0,0,0,1
070,"Locks",0,0,0,0,0,0,1,0,0,0,0,0,1
060,"Power Plants",0,0,0,0,0,0,1,0,0,0,0,0,1
137,"Fluid Handling",0,0,1,0,0,0,0,0,0,0,0,0,1
250,"Radiant Energy",0,0,0,0,0,0,0,0,1,0,0,0,1
280,"Land Vehicles",1,0,0,0,0,0,0,0,0,0,0,0,1
285,"Pipe Joints or Couplings",0,0,0,0,0,0,1,0,0,0,0,0,1
414,"Material or Article Handling",0,0,0,0,0,0,0,0,0,0,0,0,1
473,"Games Using Tangible Projectile",0,0,0,0,0,0,0,0,0,0,0,0,1
106,"Compositions:  Coating or Plastic",0,0,0,0,0,0,0,0,0,0,0,0,1
114,"Ships",0,0,0,0,0,0,0,0,0,0,0,0,1
144,"Woodworking",0,0,0,0,0,0,0,0,0,0,0,0,1
205,"Electrolysis:  Processes, Compositions Used Therein, and Methods of Preparing the Compositions",0,0,0,0,0,0,0,0,0,0,0,0,1
222,"Dispensing (apparatus and process)",0,0,0,0,0,0,0,0,0,0,0,0,1
257,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",0,0,0,0,0,0,0,0,0,0,0,0,1
326,"Electronic Digital Logic Circuitry",0,0,0,0,0,0,0,0,0,0,0,0,1
333,"Wave Transmission Lines and Networks",0,0,0,0,0,0,0,0,0,0,0,0,1
340,"Communications:  Electrical",0,0,0,0,0,0,0,0,0,0,0,0,1
343,"Communications:  Radio Wave Antennas",0,0,0,0,0,0,0,0,0,0,0,0,1
358,"Facsimile and Static Presentation Processing",0,0,0,0,0,0,0,0,0,0,0,0,1
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",0,0,0,0,0,0,0,0,0,0,0,0,1
428,"Stock Material or Miscellaneous Articles",0,0,0,0,0,0,0,0,0,0,0,0,1
438,"Semiconductor Device Manufacturing: Process",0,0,0,0,0,0,0,0,0,0,0,0,1
532,"Organic Compounds (includes Classes 532-570)",0,0,0,0,0,0,0,0,0,0,0,0,1
