Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
361,"Electricity:  Electrical Systems and Devices",4,3,3,8,4,4,8,8,8,5,7,9,71
701,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",0,3,7,7,2,5,10,2,3,5,5,10,59
123,"Internal-Combustion Engines",4,15,6,3,1,4,7,2,6,2,2,0,52
105,"Railway Rolling Stock",1,2,3,3,0,1,1,4,5,3,5,5,33
137,"Fluid Handling",7,3,5,1,2,2,0,2,2,3,3,0,30
267,"Spring Devices",4,6,6,2,4,0,2,1,1,0,0,3,29
318,"Electricity:  Motive Power Systems",7,2,1,0,2,1,4,3,0,4,2,0,26
422,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",1,2,0,0,0,1,0,3,2,2,1,4,16
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",2,0,1,4,3,2,2,0,0,1,1,0,16
248,"Supports (e.g., for holding articles, etc.)",4,2,2,2,4,0,1,0,0,0,0,0,15
029,"Metal Working",2,3,0,1,1,0,1,0,0,1,2,3,14
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",2,2,3,1,1,2,1,1,0,0,1,0,14
428,"Stock Material or Miscellaneous Articles",3,0,1,0,5,0,2,1,0,0,0,1,13
606,"Surgery (instruments)",0,0,0,0,0,4,0,1,1,2,2,2,12
210,"Liquid Purification or Separation",2,0,2,0,0,3,1,0,1,0,1,1,11
285,"Pipe Joints or Couplings",2,1,2,0,2,0,1,0,1,0,1,1,11
060,"Power Plants",2,3,0,0,0,1,0,1,0,1,0,2,10
251,"Valves and Valve Actuation",3,1,1,1,0,1,1,2,0,0,0,0,10
707,"DP: Database and File Management or Data Structures (Data Processing)",0,0,0,0,1,3,2,1,0,1,1,1,10
264,"Plastic and Nonmetallic Article Shaping or Treating: Processes",2,0,1,1,1,0,1,0,0,1,2,0,9
324,"Electricity:  Measuring and Testing",1,1,0,0,1,1,1,1,0,3,0,0,9
417,"Pumps",2,0,1,1,0,0,3,1,0,0,1,0,9
002,"Apparel",3,0,1,0,0,0,1,0,1,0,1,1,8
052,"Static Structures (e.g., Buildings)",0,0,1,0,2,0,0,3,0,0,1,1,8
128,"Surgery (includes Class 600)",1,1,0,2,0,1,0,1,2,0,0,0,8
310,"Electrical Generator or Motor Structure",1,1,0,1,0,0,1,1,1,1,0,1,8
073,"Measuring and Testing",1,0,0,2,2,0,0,1,0,0,1,0,7
290,"Prime-Mover Dynamo Plants",0,0,2,1,0,0,0,0,1,1,1,1,7
714,"Error Detection/Correction and Fault Detection/Recovery",0,1,1,3,1,0,1,0,0,0,0,0,7
055,"Gas Separation",0,1,0,0,0,0,0,1,1,0,3,0,6
180,"Motor Vehicles",2,0,0,1,0,1,0,0,0,1,0,1,6
198,"Conveyors:  Power-Driven",1,1,0,1,0,0,0,1,1,0,0,1,6
209,"Classifying, Separating, and Assorting Solids",1,2,1,0,0,1,0,0,0,0,0,1,6
246,"Railway Switches and Signals",0,0,0,0,1,0,3,0,0,1,0,1,6
307,"Electrical Transmission or Interconnection Systems",0,0,0,0,0,0,0,1,0,0,2,3,6
333,"Wave Transmission Lines and Networks",0,0,1,2,0,0,1,1,0,0,0,1,6
340,"Communications:  Electrical",0,0,0,0,1,1,0,1,1,0,0,2,6
475,"Planetary Gear Transmission Systems or Components",0,0,0,0,0,1,0,0,2,2,0,1,6
004,"Baths, Closets, Sinks, and Spittoons",1,1,2,0,0,0,1,0,0,0,0,0,5
033,"Geometrical Instruments",1,0,0,0,0,0,0,1,2,1,0,0,5
043,"Fishing, Trapping, and Vermin Destroying",1,0,1,0,0,0,0,2,0,0,1,0,5
184,"Lubrication",0,1,0,0,0,1,1,0,0,0,1,1,5
280,"Land Vehicles",2,1,0,0,0,0,1,0,0,0,0,1,5
303,"Fluid-Pressure and Analogous Brake Systems",1,0,2,0,0,0,0,0,1,1,0,0,5
362,"Illumination",0,1,0,2,0,0,1,0,0,0,0,1,5
427,"Coating Processes",0,0,0,0,1,2,0,0,1,0,1,0,5
482,"Exercise Devices",1,1,1,0,0,0,0,0,1,0,0,1,5
700,"DP: Generic Control Systems or Specific Applications (Data Processing)",0,0,2,2,0,1,0,0,0,0,0,0,5
095,"Gas Separation:  Processes",0,0,1,0,1,1,0,0,0,1,0,0,4
134,"Cleaning and Liquid Contact with Solids",0,0,1,2,1,0,0,0,0,0,0,0,4
200,"Electricity:  Circuit Makers and Breakers",2,1,0,0,0,0,0,0,0,1,0,0,4
215,"Bottles and Jars",0,1,0,0,1,1,1,0,0,0,0,0,4
220,"Receptacles",0,2,0,0,0,1,0,0,1,0,0,0,4
222,"Dispensing (apparatus and process)",0,0,0,1,0,1,0,1,0,0,1,0,4
291,"Track Sanders",0,0,0,0,0,1,1,1,0,1,0,0,4
297,"Chairs and Seats",0,0,0,2,1,0,0,0,0,1,0,0,4
405,"Hydraulic and Earth Engineering",1,2,0,0,0,0,0,0,0,1,0,0,4
416,"Fluid Reaction Surfaces (i.e., Impellers)",1,0,0,0,1,0,0,1,0,0,1,0,4
433,"Dentistry",2,1,0,1,0,0,0,0,0,0,0,0,4
464,"Rotary Shafts, Gudgeons, Housings, and Flexible Couplings for Rotary Shafts",0,3,0,0,0,0,0,0,0,0,0,1,4
473,"Games Using Tangible Projectile",1,1,0,0,0,0,0,0,0,0,1,1,4
005,"Beds",0,0,1,0,0,1,0,0,0,0,1,0,3
015,"Brushing, Scrubbing, and General Cleaning",0,0,1,0,0,0,0,0,2,0,0,0,3
062,"Refrigeration",0,0,0,1,1,0,1,0,0,0,0,0,3
096,"Gas Separation:  Apparatus",0,0,0,1,0,0,1,0,0,1,0,0,3
138,"Pipes and Tubular Conduits",0,1,0,0,0,0,0,0,0,1,0,1,3
148,"Metal Treatment",0,0,1,0,0,0,1,0,0,0,0,1,3
156,"Adhesive Bonding and Miscellaneous Chemical Manufacture",1,0,1,0,0,1,0,0,0,0,0,0,3
211,"Supports:  Racks",0,0,0,1,1,1,0,0,0,0,0,0,3
224,"Package and Article Carriers",0,1,0,0,0,0,0,1,0,0,0,1,3
244,"Aeronautics and Astronautics",1,0,0,1,0,0,0,0,0,0,0,1,3
277,"Seal for a Joint or Juncture",0,0,1,0,1,1,0,0,0,0,0,0,3
363,"Electric Power Conversion Systems",2,1,0,0,0,0,0,0,0,0,0,0,3
366,"Agitating (e.g., of articles and materials)",1,0,1,0,0,0,0,0,1,0,0,0,3
392,"Electric Resistance Heating Devices",2,1,0,0,0,0,0,0,0,0,0,0,3
403,"Joints and Connections",0,1,1,1,0,0,0,0,0,0,0,0,3
408,"Cutting by Use of Rotating Axially Moving Tool",0,1,0,1,0,1,0,0,0,0,0,0,3
415,"Rotary Kinetic Fluid Motors or Pumps",0,0,1,0,0,0,1,0,0,0,1,0,3
425,"Plastic Article or Earthenware Shaping or Treating: Apparatus",0,2,0,0,0,0,0,1,0,0,0,0,3
446,"Amusement Devices:  Toys",1,1,0,0,0,1,0,0,0,0,0,0,3
472,"Amusement Devices",0,0,1,0,0,2,0,0,0,0,0,0,3
705,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",0,0,0,0,0,0,1,2,0,0,0,0,3
