Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
351,"Optics:  Eye Examining, Vision Testing and Correcting",3,11,6,8,4,2,6,7,6,5,11,7,76
606,"Surgery (instruments)",7,5,12,10,8,3,3,2,2,4,10,7,73
455,"Telecommunications",5,1,3,3,8,3,6,12,5,8,8,10,72
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",5,1,1,2,2,4,1,2,3,2,9,2,34
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",1,4,1,1,0,1,2,5,2,2,5,9,33
532,"Organic Compounds (includes Classes 532-570)",2,0,2,1,3,4,0,5,4,2,4,5,32
210,"Liquid Purification or Separation",4,2,2,4,1,2,2,2,2,1,4,5,31
375,"Pulse or Digital Communications",0,0,0,1,1,2,7,2,5,2,4,7,31
264,"Plastic and Nonmetallic Article Shaping or Treating: Processes",3,3,3,6,4,3,1,0,1,0,2,3,29
042,"Firearms",0,1,0,1,1,0,1,1,4,4,6,8,27
701,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",1,0,0,2,2,6,7,3,2,1,1,2,27
128,"Surgery (includes Class 600)",2,3,2,1,0,3,3,1,0,2,6,0,23
340,"Communications:  Electrical",0,0,0,0,3,3,3,2,1,3,5,3,23
705,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",2,0,1,0,0,1,3,1,1,3,6,5,23
052,"Static Structures (e.g., Buildings)",1,4,1,2,4,2,2,1,1,2,0,2,22
123,"Internal-Combustion Engines",0,2,2,2,3,4,1,0,1,3,1,0,19
162,"Paper Making and Fiber Liberation",2,2,3,2,1,0,2,1,0,3,1,2,19
604,"Surgery (Medicators and Receptors)",2,2,5,2,1,1,3,0,0,1,1,1,19
428,"Stock Material or Miscellaneous Articles",2,4,3,1,2,1,1,1,0,0,2,1,18
209,"Classifying, Separating, and Assorting Solids",3,2,1,3,1,1,1,2,1,1,1,0,17
206,"Special Receptacle or Package",1,0,2,0,1,1,2,1,0,1,7,0,16
435,"Chemistry: Molecular Biology and Microbiology",2,3,4,0,3,0,1,0,1,0,0,2,16
473,"Games Using Tangible Projectile",2,2,1,0,1,2,0,1,2,1,3,1,16
439,"Electrical Connectors",1,0,0,3,0,0,0,3,2,1,2,3,15
707,"DP: Database and File Management or Data Structures (Data Processing)",0,1,0,0,1,1,0,1,3,3,3,2,15
002,"Apparel",3,3,0,1,0,1,1,2,0,2,0,1,14
242,"Winding, Tensioning, or Guiding",0,3,1,3,3,0,1,1,0,0,2,0,14
362,"Illumination",1,1,0,0,1,2,1,2,0,1,3,0,12
410,"Freight Accommodation On Freight Carrier",3,0,1,2,2,1,3,0,0,0,0,0,12
422,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",1,2,2,1,0,0,0,1,1,0,1,3,12
715,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",1,0,2,2,0,2,1,1,1,1,0,1,12
024,"Buckles, Buttons, Clasps, Etc.",0,0,1,2,2,0,0,2,1,0,3,0,11
073,"Measuring and Testing",0,1,0,1,1,0,1,0,0,0,1,6,11
095,"Gas Separation:  Processes",0,1,1,0,1,2,1,0,1,0,2,2,11
425,"Plastic Article or Earthenware Shaping or Treating: Apparatus",1,1,0,1,0,0,1,4,0,1,2,0,11
043,"Fishing, Trapping, and Vermin Destroying",0,0,0,3,1,1,0,0,3,2,0,0,10
224,"Package and Article Carriers",1,1,2,1,1,1,1,0,0,0,1,1,10
005,"Beds",0,2,0,1,2,3,0,1,0,0,0,0,9
200,"Electricity:  Circuit Makers and Breakers",0,1,4,2,0,1,0,0,1,0,0,0,9
220,"Receptacles",2,3,0,1,0,0,0,0,1,1,1,0,9
235,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",1,2,0,1,0,1,2,0,1,0,0,1,9
280,"Land Vehicles",4,0,0,1,1,0,1,0,0,0,2,0,9
330,"Amplifiers",0,0,0,0,0,0,0,0,4,1,1,3,9
368,"Horology: Time Measuring Systems or Devices",0,0,2,1,0,2,1,1,0,0,0,2,9
379,"Telephonic Communications",1,0,1,0,1,0,3,1,0,1,0,1,9
414,"Material or Article Handling",3,2,0,0,2,1,1,0,0,0,0,0,9
427,"Coating Processes",0,0,1,2,2,2,0,1,0,0,1,0,9
700,"DP: Generic Control Systems or Specific Applications (Data Processing)",0,0,1,3,2,0,1,0,0,0,1,1,9
004,"Baths, Closets, Sinks, and Spittoons",1,4,1,0,0,0,1,0,1,0,0,0,8
174,"Electricity:  Conductors and Insulators",0,0,3,1,0,2,0,1,0,0,1,0,8
248,"Supports (e.g., for holding articles, etc.)",1,2,2,0,1,0,0,0,0,1,0,1,8
370,"Multiplex Communications",1,0,0,1,1,0,1,0,0,1,1,2,8
382,"Image Analysis",0,0,0,1,0,0,0,0,2,0,2,3,8
482,"Exercise Devices",3,0,0,0,0,0,2,1,0,0,0,2,8
510,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",1,2,0,2,1,1,0,1,0,0,0,0,8
623,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",0,1,0,1,2,0,0,1,1,0,1,1,8
250,"Radiant Energy",1,1,1,1,1,1,1,0,0,0,0,0,7
361,"Electricity:  Electrical Systems and Devices",2,0,2,0,0,0,1,1,0,0,1,0,7
029,"Metal Working",1,0,1,0,1,2,0,0,0,1,0,0,6
053,"Package Making",0,0,2,0,1,2,0,1,0,0,0,0,6
062,"Refrigeration",2,1,1,1,0,0,1,0,0,0,0,0,6
084,"Music",0,0,1,0,0,0,1,1,0,0,2,1,6
137,"Fluid Handling",1,0,1,1,0,0,1,2,0,0,0,0,6
348,"Television",1,1,0,0,0,0,3,0,0,1,0,0,6
530,"Chemistry:  Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof",0,0,0,0,0,1,1,1,2,0,0,1,6
040,"Card, Picture, or Sign Exhibiting",1,0,0,0,0,1,0,1,1,0,1,0,5
119,"Animal Husbandry",0,0,0,0,0,1,0,2,1,1,0,0,5
131,"Tobacco",0,0,0,0,0,0,0,1,2,0,2,0,5
172,"Earth Working",1,1,0,1,0,1,0,0,1,0,0,0,5
219,"Electric Heating",0,0,2,0,0,1,1,0,0,1,0,0,5
225,"Severing by Tearing or Breaking",0,0,2,0,2,0,0,0,1,0,0,0,5
294,"Handling:  Hand and Hoist-Line Implements",1,0,0,1,0,0,1,0,1,0,0,1,5
297,"Chairs and Seats",1,0,0,2,0,1,0,0,1,0,0,0,5
315,"Electric Lamp and Discharge Devices:  Systems",2,1,1,0,0,0,1,0,0,0,0,0,5
324,"Electricity:  Measuring and Testing",0,0,0,0,2,0,1,1,0,0,0,1,5
356,"Optics:  Measuring and Testing",0,0,0,1,1,1,0,0,0,0,1,1,5
405,"Hydraulic and Earth Engineering",0,0,0,1,0,0,0,1,1,0,1,1,5
446,"Amusement Devices:  Toys",0,1,0,0,2,0,1,1,0,0,0,0,5
607,"Surgery: Light, Thermal, and Electrical Application",0,0,0,1,1,0,0,1,0,0,2,0,5
060,"Power Plants",0,0,1,1,0,1,0,1,0,0,0,0,4
081,"Tools",0,0,1,0,1,0,0,0,1,0,0,1,4
114,"Ships",0,0,0,0,0,0,1,1,0,0,2,0,4
134,"Cleaning and Liquid Contact with Solids",1,0,0,2,0,0,0,0,0,0,1,0,4
186,"Merchandising",1,0,0,2,0,0,0,1,0,0,0,0,4
246,"Railway Switches and Signals",0,0,0,0,1,2,1,0,0,0,0,0,4
249,"Static Molds",0,0,0,1,1,0,0,0,0,1,1,0,4
290,"Prime-Mover Dynamo Plants",0,0,0,0,2,0,1,0,0,0,1,0,4
312,"Supports:  Cabinet Structure",0,0,0,0,1,0,0,0,0,0,1,2,4
385,"Optical Waveguides",0,0,0,1,1,0,1,0,0,0,1,0,4
401,"Coating Implements with Material Supply",0,1,0,0,0,0,1,0,2,0,0,0,4
426,"Food or Edible Material:  Processes, Compositions, and Products",1,0,0,0,0,0,1,0,0,0,1,1,4
601,"Surgery: Kinesitherapy",0,0,0,1,1,0,0,1,0,1,0,0,4
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",0,1,0,1,1,0,1,0,0,0,0,0,4
033,"Geometrical Instruments",1,0,0,0,0,1,0,0,0,1,0,0,3
