Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",1,2,1,0,1,1,0,0,1,0,0,5,12
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",1,0,1,3,0,0,0,2,0,0,3,0,10
604,"Surgery (Medicators and Receptors)",5,0,1,1,2,0,0,1,0,0,0,0,10
379,"Telephonic Communications",0,0,0,0,1,0,2,1,1,1,1,2,9
446,"Amusement Devices:  Toys",0,2,1,3,0,0,1,0,0,0,0,2,9
029,"Metal Working",2,1,1,0,2,2,0,0,0,0,0,0,8
106,"Compositions:  Coating or Plastic",2,0,0,2,0,0,0,1,1,0,1,1,8
435,"Chemistry: Molecular Biology and Microbiology",2,1,1,2,0,1,0,0,1,0,0,0,8
440,"Marine Propulsion",0,5,2,1,0,0,0,0,0,0,0,0,8
043,"Fishing, Trapping, and Vermin Destroying",2,1,0,2,1,0,0,0,0,0,1,0,7
404,"Road Structure, Process, or Apparatus",1,0,0,0,2,0,0,1,1,1,0,1,7
700,"DP: Generic Control Systems or Specific Applications (Data Processing)",0,1,0,0,0,0,0,1,2,0,1,2,7
128,"Surgery (includes Class 600)",1,0,1,2,2,0,0,0,0,0,0,0,6
280,"Land Vehicles",1,1,0,0,1,1,0,1,0,0,0,1,6
455,"Telecommunications",0,1,0,0,1,1,1,0,1,1,0,0,6
126,"Stoves and Furnaces",0,1,0,0,3,0,0,0,0,0,1,0,5
330,"Amplifiers",0,1,0,0,0,0,2,0,0,1,1,0,5
606,"Surgery (instruments)",0,0,1,1,0,0,0,0,1,0,1,1,5
052,"Static Structures (e.g., Buildings)",1,0,0,0,1,1,0,0,1,0,0,0,4
119,"Animal Husbandry",0,0,0,1,0,2,0,0,0,1,0,0,4
428,"Stock Material or Miscellaneous Articles",1,0,0,2,0,0,0,0,0,0,0,1,4
516,"Colloid Systems and Wetting Agents, Subcombinations Thereof, Processes of Making, Stabilizing, Breaking, or Inhibiting",0,0,0,0,0,0,0,0,0,3,1,0,4
701,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",0,0,0,0,0,0,0,3,0,0,1,0,4
002,"Apparel",0,1,0,0,0,1,0,0,0,0,1,0,3
071,"Chemistry: Fertilizers",0,1,1,1,0,0,0,0,0,0,0,0,3
073,"Measuring and Testing",1,0,0,1,0,0,0,1,0,0,0,0,3
114,"Ships",0,1,2,0,0,0,0,0,0,0,0,0,3
165,"Heat Exchange",2,1,0,0,0,0,0,0,0,0,0,0,3
174,"Electricity:  Conductors and Insulators",0,0,2,0,0,0,0,1,0,0,0,0,3
224,"Package and Article Carriers",0,1,0,0,0,0,0,1,0,0,1,0,3
248,"Supports (e.g., for holding articles, etc.)",0,0,0,0,0,0,0,0,0,2,1,0,3
307,"Electrical Transmission or Interconnection Systems",1,0,0,0,1,0,0,0,0,0,0,1,3
