Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
166,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",0,0,0,0,0,0,0,1,0,1,1,4,7
062,"Refrigeration",0,0,2,1,1,1,0,0,1,0,0,0,6
280,"Land Vehicles",2,0,0,2,1,0,1,0,0,0,0,0,6
043,"Fishing, Trapping, and Vermin Destroying",1,0,0,1,0,0,0,0,0,0,2,0,4
052,"Static Structures (e.g., Buildings)",1,2,0,0,0,1,0,0,0,0,0,0,4
053,"Package Making",0,0,0,0,0,0,1,0,1,1,0,1,4
073,"Measuring and Testing",0,0,0,0,0,1,0,0,2,1,0,0,4
175,"Boring or Penetrating the Earth",0,1,0,0,0,0,1,1,1,0,0,0,4
029,"Metal Working",2,0,0,0,0,0,0,0,0,0,0,1,3
126,"Stoves and Furnaces",0,1,1,0,1,0,0,0,0,0,0,0,3
182,"Fire Escape, Ladder, or Scaffold",1,0,0,0,0,0,0,0,0,0,2,0,3
426,"Food or Edible Material:  Processes, Compositions, and Products",1,0,0,0,0,0,1,0,0,0,1,0,3
715,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",0,0,0,0,0,0,1,0,0,1,0,1,3
002,"Apparel",0,0,0,1,0,1,0,0,0,0,0,0,2
005,"Beds",1,0,0,0,1,0,0,0,0,0,0,0,2
084,"Music",0,0,0,0,0,0,1,0,0,0,1,0,2
141,"Fluent Material Handling, with Receiver or Receiver Coacting Means",0,1,1,0,0,0,0,0,0,0,0,0,2
198,"Conveyors:  Power-Driven",0,0,0,0,0,0,0,1,0,1,0,0,2
310,"Electrical Generator or Motor Structure",0,0,0,0,0,1,0,0,0,1,0,0,2
370,"Multiplex Communications",0,0,0,0,0,0,0,0,0,0,1,1,2
414,"Material or Article Handling",0,1,0,0,0,0,0,0,0,0,1,0,2
601,"Surgery: Kinesitherapy",0,1,1,0,0,0,0,0,0,0,0,0,2
701,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",0,0,0,0,0,0,0,0,0,1,0,1,2
004,"Baths, Closets, Sinks, and Spittoons",1,0,0,0,0,0,0,0,0,0,0,0,1
014,"Bridges",0,0,0,0,0,0,0,1,0,0,0,0,1
030,"Cutlery",0,0,0,0,1,0,0,0,0,0,0,0,1
033,"Geometrical Instruments",1,0,0,0,0,0,0,0,0,0,0,0,1
060,"Power Plants",1,0,0,0,0,0,0,0,0,0,0,0,1
070,"Locks",0,0,0,0,0,0,0,0,0,0,0,1,1
074,"Machine Element or Mechanism",0,0,0,1,0,0,0,0,0,0,0,0,1
081,"Tools",0,0,0,0,0,0,1,0,0,0,0,0,1
102,"Ammunition and Explosives",0,0,0,0,1,0,0,0,0,0,0,0,1
108,"Horizontally Supported Planar Surfaces",0,1,0,0,0,0,0,0,0,0,0,0,1
114,"Ships",0,0,0,1,0,0,0,0,0,0,0,0,1
116,"Signals and Indicators",0,0,0,0,0,0,0,0,0,0,1,0,1
128,"Surgery (includes Class 600)",0,0,1,0,0,0,0,0,0,0,0,0,1
152,"Resilient Tires and Wheels",1,0,0,0,0,0,0,0,0,0,0,0,1
181,"Acoustics",1,0,0,0,0,0,0,0,0,0,0,0,1
185,"Motors:  Spring, Weight, or Animal Powered",0,0,1,0,0,0,0,0,0,0,0,0,1
206,"Special Receptacle or Package",0,0,0,1,0,0,0,0,0,0,0,0,1
212,"Traversing Hoists",0,0,1,0,0,0,0,0,0,0,0,0,1
221,"Article Dispensing",0,0,0,0,0,0,1,0,0,0,0,0,1
224,"Package and Article Carriers",1,0,0,0,0,0,0,0,0,0,0,0,1
239,"Fluid Sprinkling, Spraying, and Diffusing",0,0,0,0,0,0,1,0,0,0,0,0,1
248,"Supports (e.g., for holding articles, etc.)",0,0,1,0,0,0,0,0,0,0,0,0,1
250,"Radiant Energy",0,0,0,1,0,0,0,0,0,0,0,0,1
264,"Plastic and Nonmetallic Article Shaping or Treating: Processes",0,0,0,1,0,0,0,0,0,0,0,0,1
273,"Amusement Devices:  Games",0,0,0,1,0,0,0,0,0,0,0,0,1
294,"Handling:  Hand and Hoist-Line Implements",0,0,1,0,0,0,0,0,0,0,0,0,1
340,"Communications:  Electrical",0,0,0,0,0,1,0,0,0,0,0,0,1
343,"Communications:  Radio Wave Antennas",0,0,0,0,0,0,0,1,0,0,0,0,1
345,"Computer Graphics Processing and Selective Visual Display Systems",1,0,0,0,0,0,0,0,0,0,0,0,1
428,"Stock Material or Miscellaneous Articles",1,0,0,0,0,0,0,0,0,0,0,0,1
452,"Butchering",0,0,0,0,0,1,0,0,0,0,0,0,1
501,"Compositions: Ceramic",0,0,0,0,1,0,0,0,0,0,0,0,1
606,"Surgery (instruments)",1,0,0,0,0,0,0,0,0,0,0,0,1
