Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
623,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",7,5,1,2,3,3,2,1,0,2,4,6,36
606,"Surgery (instruments)",2,1,2,2,3,3,4,2,2,1,8,4,34
128,"Surgery (includes Class 600)",0,2,1,0,2,2,0,3,1,1,0,3,15
363,"Electric Power Conversion Systems",2,2,3,2,0,1,0,0,0,3,1,1,15
310,"Electrical Generator or Motor Structure",0,0,0,1,0,1,0,0,0,0,2,10,14
428,"Stock Material or Miscellaneous Articles",4,1,0,0,1,0,0,0,1,1,2,4,14
323,"Electricity:  Power Supply or Regulation Systems",0,3,0,2,1,0,0,0,1,0,1,1,9
073,"Measuring and Testing",1,0,0,1,1,1,1,1,1,0,1,0,8
604,"Surgery (Medicators and Receptors)",1,1,2,0,0,0,0,0,1,1,0,2,8
227,"Elongated-Member-Driving Apparatus",0,0,0,0,0,0,0,0,0,1,0,6,7
264,"Plastic and Nonmetallic Article Shaping or Treating: Processes",1,0,0,0,1,0,0,0,0,0,4,1,6
330,"Amplifiers",0,0,0,0,0,0,0,0,1,0,2,3,6
084,"Music",0,1,0,3,0,0,0,0,0,0,0,1,5
156,"Adhesive Bonding and Miscellaneous Chemical Manufacture",0,2,1,0,0,0,0,1,0,0,1,1,5
290,"Prime-Mover Dynamo Plants",0,0,0,0,1,0,0,1,1,1,1,1,5
455,"Telecommunications",0,0,0,1,0,0,0,0,0,0,1,3,5
435,"Chemistry: Molecular Biology and Microbiology",0,0,1,1,0,1,0,0,0,1,1,0,5
036,"Boots, Shoes, and Leggings",0,0,0,0,1,0,1,0,0,0,1,1,4
327,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",0,0,2,0,0,0,0,0,1,1,0,0,4
361,"Electricity:  Electrical Systems and Devices",0,0,0,0,1,0,1,2,0,0,0,0,4
409,"Gear Cutting, Milling, or Planing",0,0,2,0,1,0,0,0,0,0,0,1,4
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",0,0,0,0,0,0,0,0,1,0,0,3,4
700,"DP: Generic Control Systems or Specific Applications (Data Processing)",0,0,0,1,0,0,0,0,0,0,1,2,4
029,"Metal Working",1,0,0,1,0,1,0,0,0,0,1,0,4
119,"Animal Husbandry",0,0,0,0,1,1,2,1,0,0,0,0,4
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",0,0,0,1,0,1,1,0,2,0,0,0,4
002,"Apparel",0,0,1,0,1,1,0,0,0,1,0,0,3
072,"Metal Deforming",0,0,0,0,0,1,0,0,2,0,0,0,3
114,"Ships",0,1,2,0,0,0,0,0,0,0,0,0,3
209,"Classifying, Separating, and Assorting Solids",0,0,1,0,0,1,0,0,0,0,1,0,3
