Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
385,"Optical Waveguides",29,25,35,40,36,35,34,44,32,25,40,26,401
174,"Electricity:  Conductors and Insulators",6,4,1,2,2,3,0,1,2,3,5,5,34
066,"Textiles:  Knitting",4,7,1,3,2,1,2,0,0,0,0,0,20
428,"Stock Material or Miscellaneous Articles",4,4,3,2,1,1,0,2,0,1,0,0,18
439,"Electrical Connectors",1,2,0,1,3,0,1,1,2,2,2,1,16
379,"Telephonic Communications",0,0,0,0,0,1,2,3,3,1,1,2,13
057,"Textiles:  Spinning, Twisting, and Twining",0,1,7,0,0,0,0,1,1,0,1,0,11
156,"Adhesive Bonding and Miscellaneous Chemical Manufacture",2,1,2,0,0,1,1,1,1,0,0,1,10
029,"Metal Working",0,2,0,2,0,2,2,0,0,0,1,0,9
232,"Deposit and Collection Receptacles",0,0,1,0,1,0,6,1,0,0,0,0,9
297,"Chairs and Seats",1,0,0,1,3,1,0,0,1,1,1,0,9
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",0,1,1,3,0,4,0,0,0,0,0,0,9
052,"Static Structures (e.g., Buildings)",0,0,0,1,3,0,1,1,1,0,1,0,8
356,"Optics:  Measuring and Testing",0,0,1,1,0,1,0,0,0,2,2,1,8
280,"Land Vehicles",2,1,1,0,0,0,0,1,0,0,1,1,7
005,"Beds",0,0,0,1,1,0,1,0,1,1,1,0,6
108,"Horizontally Supported Planar Surfaces",0,0,1,0,1,0,1,1,1,0,1,0,6
248,"Supports (e.g., for holding articles, etc.)",1,1,1,2,0,0,0,0,0,1,0,0,6
427,"Coating Processes",1,2,1,0,0,0,1,1,0,0,0,0,6
134,"Cleaning and Liquid Contact with Solids",0,0,0,1,0,0,0,0,1,2,1,0,5
264,"Plastic and Nonmetallic Article Shaping or Treating: Processes",2,1,0,0,0,0,1,0,0,0,1,0,5
416,"Fluid Reaction Surfaces (i.e., Impellers)",1,1,2,0,1,0,0,0,0,0,0,0,5
493,"Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web",1,0,1,0,0,0,1,0,1,1,0,0,5
033,"Geometrical Instruments",0,1,0,0,0,1,0,1,1,0,0,0,4
065,"Glass Manufacturing",0,1,1,1,0,1,0,0,0,0,0,0,4
118,"Coating Apparatus",0,0,1,1,0,1,1,0,0,0,0,0,4
206,"Special Receptacle or Package",1,1,0,0,0,1,0,0,0,0,1,0,4
404,"Road Structure, Process, or Apparatus",0,0,0,0,0,1,0,3,0,0,0,0,4
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",0,0,0,1,0,0,0,1,1,1,0,0,4
425,"Plastic Article or Earthenware Shaping or Treating: Apparatus",0,1,0,1,1,0,1,0,0,0,0,0,4
482,"Exercise Devices",0,1,2,0,0,0,0,0,0,0,1,0,4
002,"Apparel",0,1,0,0,0,1,0,0,0,0,1,0,3
015,"Brushing, Scrubbing, and General Cleaning",0,1,1,0,0,0,0,0,0,0,1,0,3
028,"Textiles:  Manufacturing",0,0,0,0,0,0,1,2,0,0,0,0,3
223,"Apparel Apparatus",0,0,1,0,0,0,2,0,0,0,0,0,3
242,"Winding, Tensioning, or Guiding",1,0,2,0,0,0,0,0,0,0,0,0,3
269,"Work Holders",0,1,0,0,0,0,1,1,0,0,0,0,3
296,"Land Vehicles:  Bodies and Tops",0,1,0,1,0,0,0,0,0,0,1,0,3
337,"Electricity:  Electrothermally or Thermally Actuated Switches",1,0,0,1,0,0,0,0,0,0,1,0,3
340,"Communications:  Electrical",0,0,0,0,0,0,1,0,0,1,1,0,3
405,"Hydraulic and Earth Engineering",1,0,0,0,0,1,0,0,1,0,0,0,3
418,"Rotary Expansible Chamber Devices",0,3,0,0,0,0,0,0,0,0,0,0,3
451,"Abrading",1,0,0,1,0,0,0,1,0,0,0,0,3
043,"Fishing, Trapping, and Vermin Destroying",0,1,0,0,0,0,0,0,0,0,0,1,2
073,"Measuring and Testing",0,0,0,1,0,0,0,0,1,0,0,0,2
081,"Tools",0,0,0,0,0,1,1,0,0,0,0,0,2
083,"Cutting",1,0,0,0,1,0,0,0,0,0,0,0,2
102,"Ammunition and Explosives",0,0,0,0,0,1,0,0,0,0,1,0,2
116,"Signals and Indicators",0,0,1,0,0,1,0,0,0,0,0,0,2
128,"Surgery (includes Class 600)",1,1,0,0,0,0,0,0,0,0,0,0,2
144,"Woodworking",1,0,0,1,0,0,0,0,0,0,0,0,2
180,"Motor Vehicles",0,0,0,0,0,0,0,0,1,0,0,1,2
210,"Liquid Purification or Separation",0,0,0,0,0,1,0,0,1,0,0,0,2
