Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
800,"Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes",0,0,4,3,4,3,2,2,8,4,0,5,35
606,"Surgery (instruments)",0,1,2,3,2,4,1,0,2,2,3,1,21
342,"Communications:  Directive Radio Wave Systems and Devices (e.g., Radar, Radio Navigation)",1,1,7,4,2,1,1,0,0,0,1,0,18
343,"Communications:  Radio Wave Antennas",0,0,3,4,2,1,0,0,0,1,3,4,18
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",1,5,3,1,3,0,0,0,3,0,2,0,18
052,"Static Structures (e.g., Buildings)",0,2,1,4,0,1,0,2,1,3,2,1,17
709,"Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems)",2,0,0,1,0,1,1,2,1,3,5,0,16
365,"Static Information Storage and Retrieval",1,2,2,3,1,2,1,2,0,0,1,0,15
375,"Pulse or Digital Communications",1,2,2,0,4,0,0,0,1,2,0,1,13
707,"DP: Database and File Management or Data Structures (Data Processing)",0,3,0,1,0,0,4,1,0,0,2,2,13
326,"Electronic Digital Logic Circuitry",1,0,0,1,0,4,3,2,0,0,1,0,12
043,"Fishing, Trapping, and Vermin Destroying",1,2,1,2,2,0,1,1,0,0,1,0,11
324,"Electricity:  Measuring and Testing",0,0,0,1,0,1,3,1,1,2,1,1,11
073,"Measuring and Testing",0,0,2,1,0,2,0,2,0,1,2,0,10
134,"Cleaning and Liquid Contact with Solids",1,3,0,0,1,0,1,1,1,1,1,0,10
379,"Telephonic Communications",1,0,1,0,0,0,0,0,0,2,2,4,10
439,"Electrical Connectors",0,0,1,0,0,0,1,1,2,1,1,3,10
056,"Harvesters",0,0,2,0,0,2,2,1,1,0,1,0,9
128,"Surgery (includes Class 600)",2,0,1,0,1,1,0,1,1,1,0,1,9
604,"Surgery (Medicators and Receptors)",2,2,0,0,1,2,0,0,0,0,1,1,9
705,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",0,0,0,0,1,1,0,1,1,0,3,2,9
053,"Package Making",0,2,1,2,0,0,0,1,0,0,1,1,8
083,"Cutting",0,3,0,1,0,1,0,0,0,1,0,1,7
220,"Receptacles",0,0,0,0,0,1,1,0,2,1,1,1,7
250,"Radiant Energy",0,0,1,0,0,0,1,3,1,0,0,1,7
455,"Telecommunications",0,0,1,0,0,0,0,0,0,0,1,5,7
711,"Memory (Electrical Computers and Digital Processing Systems)",4,0,0,1,1,1,0,0,0,0,0,0,7
005,"Beds",1,0,1,0,0,1,0,0,0,0,3,0,6
015,"Brushing, Scrubbing, and General Cleaning",1,0,1,0,1,0,1,0,1,0,1,0,6
081,"Tools",0,1,0,0,0,1,0,2,0,0,1,1,6
210,"Liquid Purification or Separation",1,0,1,1,0,0,1,1,1,0,0,0,6
257,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",0,0,0,0,1,3,0,0,0,1,0,1,6
368,"Horology: Time Measuring Systems or Devices",1,1,2,0,0,2,0,0,0,0,0,0,6
430,"Radiation Imagery Chemistry: Process, Composition, or Product Thereof",0,0,0,0,0,0,0,1,3,0,0,2,6
435,"Chemistry: Molecular Biology and Microbiology",0,1,0,0,2,0,0,1,1,0,0,1,6
473,"Games Using Tangible Projectile",1,0,0,1,1,0,0,1,1,0,1,0,6
713,"Support (Electrical Computers and Digital Processing Systems)",0,0,0,0,1,0,2,1,0,0,1,1,6
715,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",0,2,0,1,0,1,2,0,0,0,0,0,6
029,"Metal Working",0,0,0,0,1,4,0,0,0,0,0,0,5
047,"Plant Husbandry",2,2,0,0,1,0,0,0,0,0,0,0,5
114,"Ships",1,0,0,1,0,0,2,0,0,0,0,1,5
206,"Special Receptacle or Package",1,0,2,0,0,0,1,0,0,1,0,0,5
280,"Land Vehicles",0,0,1,1,0,1,0,0,0,2,0,0,5
340,"Communications:  Electrical",1,0,1,0,0,1,1,0,0,1,0,0,5
359,"Optical: Systems and Elements",0,0,2,0,0,0,0,1,0,1,0,1,5
370,"Multiplex Communications",0,2,0,1,0,0,0,0,0,1,0,1,5
434,"Education and Demonstration",1,0,0,0,0,0,1,0,0,0,0,3,5
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",0,1,1,1,0,0,1,0,1,0,0,0,5
