Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
280,"Land Vehicles",2,2,2,1,2,0,0,2,0,1,0,0,12
296,"Land Vehicles:  Bodies and Tops",0,0,3,0,0,1,0,1,0,1,0,0,6
414,"Material or Article Handling",0,1,0,0,1,0,1,0,0,1,2,0,6
423,"Chemistry of Inorganic Compounds",0,0,0,0,0,0,0,0,0,4,1,0,5
002,"Apparel",0,0,2,0,0,0,1,1,0,0,0,0,4
043,"Fishing, Trapping, and Vermin Destroying",1,0,1,2,0,0,0,0,0,0,0,0,4
095,"Gas Separation:  Processes",0,0,0,1,0,0,0,0,1,1,0,1,4
180,"Motor Vehicles",0,0,1,0,0,1,1,0,0,0,1,0,4
435,"Chemistry: Molecular Biology and Microbiology",0,0,1,0,0,1,1,0,0,0,0,1,4
123,"Internal-Combustion Engines",3,0,0,0,0,0,0,0,0,0,0,0,3
172,"Earth Working",0,2,0,0,0,0,1,0,0,0,0,0,3
239,"Fluid Sprinkling, Spraying, and Diffusing",0,1,0,0,1,1,0,0,0,0,0,0,3
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",0,0,0,0,0,0,0,0,1,1,1,0,3
436,"Chemistry: Analytical and Immunological Testing",0,0,0,0,0,0,0,0,1,2,0,0,3
005,"Beds",0,0,0,0,0,0,0,0,0,2,0,0,2
036,"Boots, Shoes, and Leggings",0,0,0,0,0,1,0,0,1,0,0,0,2
171,"Unearthing Plants or Buried Objects",0,1,0,0,0,0,1,0,0,0,0,0,2
250,"Radiant Energy",0,0,0,0,1,0,0,0,0,1,0,0,2
264,"Plastic and Nonmetallic Article Shaping or Treating: Processes",0,0,0,0,1,0,0,0,1,0,0,0,2
348,"Television",0,0,0,0,0,0,0,0,0,0,0,2,2
362,"Illumination",0,0,0,0,0,2,0,0,0,0,0,0,2
403,"Joints and Connections",0,0,0,0,0,0,0,0,0,0,1,1,2
439,"Electrical Connectors",2,0,0,0,0,0,0,0,0,0,0,0,2
532,"Organic Compounds (includes Classes 532-570)",0,0,0,0,0,0,0,0,0,0,0,2,2
585,"Chemistry of Hydrocarbon Compounds",0,0,0,0,0,0,0,0,0,0,0,2,2
715,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",0,0,0,0,1,0,0,1,0,0,0,0,2
015,"Brushing, Scrubbing, and General Cleaning",0,0,0,1,0,0,0,0,0,0,0,0,1
033,"Geometrical Instruments",0,0,1,0,0,0,0,0,0,0,0,0,1
037,"Excavating",0,1,0,0,0,0,0,0,0,0,0,0,1
042,"Firearms",0,0,0,0,0,0,0,0,0,0,0,1,1
047,"Plant Husbandry",0,1,0,0,0,0,0,0,0,0,0,0,1
052,"Static Structures (e.g., Buildings)",0,0,0,0,0,0,0,0,0,1,0,0,1
081,"Tools",0,0,1,0,0,0,0,0,0,0,0,0,1
096,"Gas Separation:  Apparatus",0,0,0,0,0,0,0,0,0,0,1,0,1
108,"Horizontally Supported Planar Surfaces",1,0,0,0,0,0,0,0,0,0,0,0,1
110,"Furnaces",0,0,0,0,0,0,0,0,0,1,0,0,1
111,"Planting",0,0,0,0,0,0,0,0,0,1,0,0,1
114,"Ships",0,0,0,0,0,1,0,0,0,0,0,0,1
124,"Mechanical Guns and Projectors",0,0,0,0,0,0,0,0,0,0,0,1,1
160,"Flexible or Portable Closure, Partition, or Panel",0,1,0,0,0,0,0,0,0,0,0,0,1
182,"Fire Escape, Ladder, or Scaffold",1,0,0,0,0,0,0,0,0,0,0,0,1
188,"Brakes",0,0,1,0,0,0,0,0,0,0,0,0,1
210,"Liquid Purification or Separation",0,0,1,0,0,0,0,0,0,0,0,0,1
219,"Electric Heating",0,0,0,0,0,1,0,0,0,0,0,0,1
254,"Implements or Apparatus for Applying Pushing or Pulling Force",0,0,0,0,0,0,0,0,0,1,0,0,1
261,"Gas and Liquid Contact Apparatus",0,0,0,0,0,1,0,0,0,0,0,0,1
293,"Vehicle Fenders",0,0,0,0,0,1,0,0,0,0,0,0,1
340,"Communications:  Electrical",0,0,0,0,0,0,1,0,0,0,0,0,1
356,"Optics:  Measuring and Testing",0,0,0,0,0,0,0,0,0,0,0,1,1
359,"Optical: Systems and Elements",0,0,0,0,1,0,0,0,0,0,0,0,1
425,"Plastic Article or Earthenware Shaping or Treating: Apparatus",0,0,0,0,0,1,0,0,0,0,0,0,1
426,"Food or Edible Material:  Processes, Compositions, and Products",0,0,1,0,0,0,0,0,0,0,0,0,1
431,"Combustion",1,0,0,0,0,0,0,0,0,0,0,0,1
434,"Education and Demonstration",1,0,0,0,0,0,0,0,0,0,0,0,1
446,"Amusement Devices:  Toys",0,1,0,0,0,0,0,0,0,0,0,0,1
588,"Hazardous or Toxic Waste Destruction or Containment",0,0,0,0,0,0,0,0,0,0,1,0,1
606,"Surgery (instruments)",1,0,0,0,0,0,0,0,0,0,0,0,1
607,"Surgery: Light, Thermal, and Electrical Application",0,0,0,0,0,0,0,1,0,0,0,0,1
701,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",0,0,0,0,0,0,0,0,0,0,1,0,1
800,"Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes",0,0,1,0,0,0,0,0,0,0,0,0,1
