Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
604,"Surgery (Medicators and Receptors)",15,14,25,25,31,13,11,9,12,13,21,28,217
162,"Paper Making and Fiber Liberation",18,31,29,26,17,18,6,12,9,4,9,6,185
219,"Electric Heating",15,16,16,13,22,9,15,16,16,0,8,5,151
428,"Stock Material or Miscellaneous Articles",6,13,15,15,23,12,12,7,8,7,3,7,128
156,"Adhesive Bonding and Miscellaneous Chemical Manufacture",9,7,7,12,11,7,5,12,5,1,6,3,85
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",9,15,12,8,3,9,1,1,0,1,1,1,61
383,"Flexible Bags",7,13,11,5,5,4,0,4,1,2,2,0,54
264,"Plastic and Nonmetallic Article Shaping or Treating: Processes",2,5,5,16,1,4,4,0,1,0,2,3,43
442,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",8,6,1,2,5,4,2,0,1,2,3,3,37
362,"Illumination",3,4,3,1,6,10,4,4,0,1,0,0,36
242,"Winding, Tensioning, or Guiding",0,1,0,6,5,4,1,2,6,3,2,5,35
493,"Manufacturing Container or Tube From Paper; or Other Manufacturing From a Sheet or Web",5,4,1,5,5,1,2,1,4,1,4,2,35
206,"Special Receptacle or Package",0,3,5,2,1,2,5,3,3,2,4,4,34
221,"Article Dispensing",0,0,0,5,3,2,2,4,2,5,4,4,31
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",2,2,6,6,3,0,1,1,3,2,1,3,30
053,"Package Making",2,0,4,3,5,0,4,2,5,1,1,0,27
340,"Communications:  Electrical",0,0,0,0,0,2,4,2,5,6,3,3,25
700,"DP: Generic Control Systems or Specific Applications (Data Processing)",2,0,0,1,5,4,7,2,0,0,0,0,21
083,"Cutting",2,6,0,1,0,0,2,0,0,1,0,1,13
220,"Receptacles",0,2,3,1,1,1,1,0,0,2,1,1,13
503,"Record Receiver Having Plural Interactive Leaves or a Colorless Color Former, Method of Use, or Developer Therefor",1,2,0,4,1,1,2,2,0,0,0,0,13
070,"Locks",1,0,0,0,0,1,6,1,3,0,0,0,12
280,"Land Vehicles",0,1,3,0,1,2,0,0,2,3,0,0,12
024,"Buckles, Buttons, Clasps, Etc.",2,2,0,1,0,0,1,1,2,1,1,0,11
034,"Drying and Gas or Vapor Contact with Solids",1,1,1,0,1,2,1,0,1,0,2,1,11
056,"Harvesters",1,1,2,1,2,1,2,1,0,0,0,0,11
363,"Electric Power Conversion Systems",1,1,1,3,1,1,0,0,1,0,1,0,10
427,"Coating Processes",2,0,3,1,0,1,1,2,0,0,0,0,10
002,"Apparel",3,1,1,0,0,2,1,0,0,0,1,0,9
029,"Metal Working",2,1,3,0,1,1,0,0,0,0,0,1,9
119,"Animal Husbandry",3,0,0,1,0,0,2,1,0,0,2,0,9
123,"Internal-Combustion Engines",0,1,1,3,1,0,0,0,1,0,1,1,9
073,"Measuring and Testing",0,0,0,0,3,0,1,2,0,1,0,1,8
290,"Prime-Mover Dynamo Plants",1,0,1,1,3,1,0,0,0,1,0,0,8
425,"Plastic Article or Earthenware Shaping or Treating: Apparatus",1,1,1,0,1,0,1,1,0,1,0,1,8
015,"Brushing, Scrubbing, and General Cleaning",0,0,1,0,0,0,0,0,0,1,3,2,7
198,"Conveyors:  Power-Driven",0,2,2,0,1,1,0,1,0,0,0,0,7
224,"Package and Article Carriers",1,0,1,0,1,2,0,1,0,0,1,0,7
239,"Fluid Sprinkling, Spraying, and Diffusing",0,0,0,1,1,0,0,0,0,1,2,2,7
434,"Education and Demonstration",0,1,0,0,1,0,1,0,0,1,0,3,7
435,"Chemistry: Molecular Biology and Microbiology",1,1,1,1,0,0,2,0,0,0,1,0,7
139,"Textiles:  Weaving",0,0,0,0,1,1,0,1,0,1,1,1,6
225,"Severing by Tearing or Breaking",0,1,2,0,1,0,1,0,0,0,1,0,6
229,"Envelopes, Wrappers, and Paperboard Boxes",0,3,0,1,0,0,2,0,0,0,0,0,6
235,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",0,1,0,0,1,0,2,0,1,0,0,1,6
336,"Inductor Devices",0,0,0,1,1,2,1,0,1,0,0,0,6
118,"Coating Apparatus",1,0,2,0,0,1,0,1,0,0,0,0,5
296,"Land Vehicles:  Bodies and Tops",0,0,0,1,0,0,1,1,1,1,0,0,5
426,"Food or Edible Material:  Processes, Compositions, and Products",0,1,0,0,2,1,0,0,0,0,1,0,5
463,"Amusement Devices: Games",0,0,0,1,1,0,0,0,2,0,1,0,5
510,"Cleaning Compositions for Solid Surfaces, Auxiliary Compositions Therefor, or Processes of Preparing the Compositions",0,0,0,1,0,0,0,0,0,1,3,0,5
209,"Classifying, Separating, and Assorting Solids",1,0,0,1,0,0,1,0,0,0,0,1,4
222,"Dispensing (apparatus and process)",1,0,1,0,0,0,0,0,0,1,0,1,4
271,"Sheet Feeding or Delivering",0,0,0,0,0,0,0,1,1,2,0,0,4
310,"Electrical Generator or Motor Structure",1,0,0,1,0,1,0,0,0,1,0,0,4
320,"Electricity:  Battery or Capacitor Charging or Discharging",0,0,0,0,0,0,0,1,1,0,1,1,4
356,"Optics:  Measuring and Testing",0,0,1,1,0,2,0,0,0,0,0,0,4
439,"Electrical Connectors",0,1,0,0,1,0,0,0,1,0,1,0,4
705,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",0,0,0,0,0,0,1,0,0,2,1,0,4
016,"Miscellaneous Hardware",0,1,1,0,0,0,0,0,1,0,0,0,3
030,"Cutlery",0,1,1,0,0,0,1,0,0,0,0,0,3
033,"Geometrical Instruments",0,0,1,0,0,0,0,0,0,0,0,2,3
037,"Excavating",1,0,0,1,0,0,0,0,1,0,0,0,3
043,"Fishing, Trapping, and Vermin Destroying",1,0,1,1,0,0,0,0,0,0,0,0,3
062,"Refrigeration",0,1,1,1,0,0,0,0,0,0,0,0,3
100,"Presses",0,0,0,2,1,0,0,0,0,0,0,0,3
112,"Sewing",0,0,1,1,1,0,0,0,0,0,0,0,3
137,"Fluid Handling",0,0,0,0,2,1,0,0,0,0,0,0,3
141,"Fluent Material Handling, with Receiver or Receiver Coacting Means",3,0,0,0,0,0,0,0,0,0,0,0,3
210,"Liquid Purification or Separation",0,1,0,0,0,0,0,1,0,0,1,0,3
211,"Supports:  Racks",0,0,0,1,0,2,0,0,0,0,0,0,3
226,"Advancing Material of Indeterminate Length",0,0,1,0,0,1,1,0,0,0,0,0,3
228,"Metal Fusion Bonding",0,0,0,0,2,1,0,0,0,0,0,0,3
248,"Supports (e.g., for holding articles, etc.)",1,0,0,0,0,0,1,0,0,0,0,1,3
401,"Coating Implements with Material Supply",0,0,0,0,0,1,0,0,0,0,1,1,3
474,"Endless Belt Power Transmission Systems or Components",1,1,0,1,0,0,0,0,0,0,0,0,3
482,"Exercise Devices",1,1,0,0,1,0,0,0,0,0,0,0,3
502,"Catalyst, Solid Sorbent, or Support Therefor:  Product or Process of Making",0,0,0,0,0,1,1,0,0,0,1,0,3
532,"Organic Compounds (includes Classes 532-570)",0,1,1,0,0,0,0,1,0,0,0,0,3
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",0,0,1,0,1,1,0,0,0,0,0,0,3
005,"Beds",0,0,0,0,1,0,0,0,0,1,0,0,2
052,"Static Structures (e.g., Buildings)",0,1,0,0,0,0,0,0,0,1,0,0,2
