Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
435,"Chemistry: Molecular Biology and Microbiology",33,37,31,34,27,28,59,40,49,55,42,52,487
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",34,24,36,35,15,27,34,28,13,34,48,41,369
800,"Multicellular Living Organisms and Unmodified Parts Thereof and Related Processes",8,6,12,3,11,6,9,10,10,15,35,39,164
532,"Organic Compounds (includes Classes 532-570)",7,17,13,6,14,8,17,17,11,6,12,19,147
128,"Surgery (includes Class 600)",14,7,11,16,9,2,5,5,9,17,19,17,131
378,"X-Ray or Gamma Ray Systems or Devices",5,5,5,5,3,4,5,16,4,8,6,3,69
707,"DP: Database and File Management or Data Structures (Data Processing)",0,1,5,10,9,5,10,3,2,6,7,6,64
073,"Measuring and Testing",3,5,4,5,4,7,4,2,4,7,6,5,56
250,"Radiant Energy",0,1,4,5,6,1,7,6,5,6,7,7,55
210,"Liquid Purification or Separation",3,6,5,10,5,3,3,6,4,4,1,2,52
055,"Gas Separation",2,5,11,5,3,1,2,2,2,3,8,7,51
426,"Food or Edible Material:  Processes, Compositions, and Products",10,7,2,5,2,3,3,3,1,3,5,3,47
530,"Chemistry:  Natural Resins or Derivatives; Peptides or Proteins; Lignins or Reaction Products Thereof",3,4,0,1,3,3,3,2,7,4,9,5,44
429,"Chemistry:  Electrical Current Producing Apparatus, Product, and Process",7,6,6,1,3,6,2,2,0,0,6,4,43
356,"Optics:  Measuring and Testing",5,2,1,4,4,0,3,4,8,6,2,1,40
482,"Exercise Devices",1,3,4,2,1,6,4,1,3,6,5,4,40
428,"Stock Material or Miscellaneous Articles",2,2,2,3,2,4,7,6,0,4,1,6,39
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",0,2,3,3,4,2,4,4,4,5,2,5,38
324,"Electricity:  Measuring and Testing",1,0,1,3,3,1,6,4,5,5,4,1,34
422,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",0,0,3,3,3,2,1,1,3,2,10,2,30
372,"Coherent Light Generators",1,2,2,3,1,4,0,2,4,5,1,2,27
206,"Special Receptacle or Package",5,5,2,1,1,2,1,0,2,1,4,2,26
382,"Image Analysis",0,1,4,2,1,1,2,1,0,5,5,4,26
379,"Telephonic Communications",3,2,2,6,1,3,2,1,1,1,1,2,25
119,"Animal Husbandry",2,1,4,2,4,1,4,0,1,2,2,1,24
062,"Refrigeration",0,5,1,2,4,0,0,3,0,2,3,2,22
359,"Optical: Systems and Elements",3,1,2,1,2,0,1,2,3,2,3,2,22
438,"Semiconductor Device Manufacturing: Process",1,0,2,1,1,3,1,1,2,2,5,3,22
123,"Internal-Combustion Engines",0,2,2,2,3,0,3,0,4,1,2,2,21
257,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",2,2,0,2,1,1,1,1,1,3,4,3,21
436,"Chemistry: Analytical and Immunological Testing",1,1,1,1,2,0,2,3,1,3,2,3,20
606,"Surgery (instruments)",1,2,2,3,1,0,1,3,2,2,2,1,20
099,"Foods and Beverages: Apparatus",2,4,2,3,2,0,0,0,1,1,1,3,19
060,"Power Plants",1,1,2,3,2,1,0,0,1,2,3,1,17
160,"Flexible or Portable Closure, Partition, or Panel",0,3,0,2,0,2,4,1,1,2,0,2,17
280,"Land Vehicles",1,1,0,0,5,1,0,2,1,0,0,6,17
705,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",0,0,0,1,0,2,1,1,1,5,3,3,17
711,"Memory (Electrical Computers and Digital Processing Systems)",0,0,0,1,0,3,1,0,5,3,3,1,17
053,"Package Making",1,0,0,0,0,4,1,0,3,3,3,1,16
137,"Fluid Handling",0,2,0,1,0,2,4,3,0,1,2,1,16
362,"Illumination",1,2,0,1,0,1,2,2,0,1,3,3,16
052,"Static Structures (e.g., Buildings)",0,4,1,0,0,4,1,0,1,1,2,1,15
361,"Electricity:  Electrical Systems and Devices",1,0,2,0,0,0,0,1,3,3,3,2,15
083,"Cutting",1,2,1,0,3,1,1,0,1,0,4,0,14
141,"Fluent Material Handling, with Receiver or Receiver Coacting Means",2,6,1,2,0,0,0,1,0,0,1,1,14
211,"Supports:  Racks",0,2,1,4,1,2,2,1,0,0,1,0,14
345,"Computer Graphics Processing and Selective Visual Display Systems",2,0,1,2,0,2,1,3,1,0,2,0,14
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",0,3,1,3,1,0,0,0,2,2,0,2,14
604,"Surgery (Medicators and Receptors)",0,0,1,1,1,4,0,0,1,1,3,2,14
156,"Adhesive Bonding and Miscellaneous Chemical Manufacture",2,1,2,0,2,1,0,0,0,0,2,3,13
235,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",0,0,0,0,1,0,0,2,1,1,4,4,13
623,"Prosthesis (i.e., Artificial Body Members), Parts Thereof, or Aids and Accessories Therefor",0,1,4,2,0,1,0,2,0,1,1,1,13
700,"DP: Generic Control Systems or Specific Applications (Data Processing)",2,0,0,1,1,2,0,2,2,1,1,1,13
043,"Fishing, Trapping, and Vermin Destroying",2,0,4,3,1,1,0,0,1,0,0,0,12
204,"Chemistry:  Electrical and Wave Energy",1,0,2,0,1,0,1,1,0,2,3,1,12
340,"Communications:  Electrical",0,1,0,0,1,1,0,3,1,2,2,1,12
096,"Gas Separation:  Apparatus",0,1,0,0,0,1,2,2,1,2,1,1,11
264,"Plastic and Nonmetallic Article Shaping or Treating: Processes",0,1,2,0,1,0,0,1,1,1,3,1,11
307,"Electrical Transmission or Interconnection Systems",1,0,0,0,0,1,4,0,1,2,1,1,11
414,"Material or Article Handling",2,1,3,2,0,0,1,0,0,0,1,1,11
715,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",1,0,1,0,0,0,2,2,0,1,1,3,11
224,"Package and Article Carriers",3,0,1,1,1,0,2,1,0,0,0,1,10
248,"Supports (e.g., for holding articles, etc.)",2,0,1,1,0,1,1,1,0,1,1,1,10
320,"Electricity:  Battery or Capacitor Charging or Discharging",1,2,1,1,0,0,1,1,1,1,1,0,10
363,"Electric Power Conversion Systems",2,0,1,1,0,1,1,1,0,0,1,2,10
