Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
005,"Beds",3,7,4,5,7,2,5,4,11,6,2,2,58
297,"Chairs and Seats",0,0,2,2,1,0,0,1,0,0,3,1,10
029,"Metal Working",1,0,1,0,2,0,0,1,0,2,0,1,8
052,"Static Structures (e.g., Buildings)",0,0,0,0,0,0,0,1,0,3,2,2,8
030,"Cutlery",1,0,1,1,0,0,1,1,1,0,0,0,6
053,"Package Making",0,1,2,0,0,1,1,0,0,1,0,0,6
100,"Presses",1,1,0,2,2,0,0,0,0,0,0,0,6
126,"Stoves and Furnaces",0,3,2,0,1,0,0,0,0,0,0,0,6
156,"Adhesive Bonding and Miscellaneous Chemical Manufacture",1,3,1,1,0,0,0,0,0,0,0,0,6
166,"Wells (shafts or deep borings in the earth, e.g., for oil and gas)",0,1,0,1,1,0,0,2,0,0,0,0,5
700,"DP: Generic Control Systems or Specific Applications (Data Processing)",0,0,0,2,0,1,1,0,0,0,0,1,5
034,"Drying and Gas or Vapor Contact with Solids",0,0,0,0,1,0,3,0,0,0,0,0,4
123,"Internal-Combustion Engines",0,0,0,2,1,1,0,0,0,0,0,0,4
140,"Wireworking",1,0,0,0,2,0,1,0,0,0,0,0,4
362,"Illumination",2,0,0,1,1,0,0,0,0,0,0,0,4
426,"Food or Edible Material:  Processes, Compositions, and Products",0,0,2,0,0,0,1,1,0,0,0,0,4
428,"Stock Material or Miscellaneous Articles",0,0,0,0,0,0,1,0,1,0,1,1,4
606,"Surgery (instruments)",0,0,1,0,0,1,1,0,0,0,1,0,4
198,"Conveyors:  Power-Driven",0,0,0,0,0,1,1,1,0,0,0,0,3
239,"Fluid Sprinkling, Spraying, and Diffusing",3,0,0,0,0,0,0,0,0,0,0,0,3
242,"Winding, Tensioning, or Guiding",0,0,0,1,1,0,0,0,0,1,0,0,3
248,"Supports (e.g., for holding articles, etc.)",0,0,1,1,0,0,0,0,1,0,0,0,3
267,"Spring Devices",3,0,0,0,0,0,0,0,0,0,0,0,3
340,"Communications:  Electrical",0,0,0,0,0,0,0,1,0,1,1,0,3
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",0,0,0,1,0,0,0,0,0,1,0,1,3
002,"Apparel",0,0,0,0,0,0,0,0,0,1,0,1,2
033,"Geometrical Instruments",2,0,0,0,0,0,0,0,0,0,0,0,2
043,"Fishing, Trapping, and Vermin Destroying",1,0,0,0,0,0,1,0,0,0,0,0,2
072,"Metal Deforming",0,0,0,0,0,0,0,0,0,0,1,1,2
102,"Ammunition and Explosives",0,1,0,0,0,1,0,0,0,0,0,0,2
110,"Furnaces",0,0,0,0,0,0,1,0,0,0,1,0,2
112,"Sewing",0,0,0,0,1,0,0,0,0,0,1,0,2
114,"Ships",2,0,0,0,0,0,0,0,0,0,0,0,2
119,"Animal Husbandry",0,0,0,0,0,1,0,0,1,0,0,0,2
137,"Fluid Handling",1,0,0,0,0,0,0,0,0,1,0,0,2
177,"Weighing Scales",0,0,1,0,1,0,0,0,0,0,0,0,2
211,"Supports:  Racks",0,0,0,0,1,0,0,0,0,0,1,0,2
241,"Solid Material Comminution or Disintegration",0,0,0,1,1,0,0,0,0,0,0,0,2
324,"Electricity:  Measuring and Testing",0,0,0,1,0,0,0,0,0,1,0,0,2
429,"Chemistry:  Electrical Current Producing Apparatus, Product, and Process",0,0,1,0,0,0,0,0,0,1,0,0,2
431,"Combustion",0,0,0,0,2,0,0,0,0,0,0,0,2
451,"Abrading",1,0,0,0,0,0,0,0,0,0,0,1,2
475,"Planetary Gear Transmission Systems or Components",1,1,0,0,0,0,0,0,0,0,0,0,2
532,"Organic Compounds (includes Classes 532-570)",0,1,0,0,0,1,0,0,0,0,0,0,2
709,"Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems)",1,0,0,0,0,0,1,0,0,0,0,0,2
726,"Information Security",0,0,0,2,0,0,0,0,0,0,0,0,2
060,"Power Plants",0,0,0,0,0,0,0,1,0,0,0,0,1
070,"Locks",0,0,0,0,0,0,1,0,0,0,0,0,1
073,"Measuring and Testing",0,0,0,0,0,0,0,0,0,0,1,0,1
074,"Machine Element or Mechanism",1,0,0,0,0,0,0,0,0,0,0,0,1
101,"Printing",0,0,1,0,0,0,0,0,0,0,0,0,1
118,"Coating Apparatus",0,1,0,0,0,0,0,0,0,0,0,0,1
128,"Surgery (includes Class 600)",0,0,0,0,0,0,0,0,1,0,0,0,1
138,"Pipes and Tubular Conduits",0,0,0,0,1,0,0,0,0,0,0,0,1
149,"Explosive and Thermic Compositions or Charges",0,0,0,1,0,0,0,0,0,0,0,0,1
175,"Boring or Penetrating the Earth",1,0,0,0,0,0,0,0,0,0,0,0,1
182,"Fire Escape, Ladder, or Scaffold",0,0,1,0,0,0,0,0,0,0,0,0,1
205,"Electrolysis:  Processes, Compositions Used Therein, and Methods of Preparing the Compositions",0,1,0,0,0,0,0,0,0,0,0,0,1
206,"Special Receptacle or Package",0,1,0,0,0,0,0,0,0,0,0,0,1
209,"Classifying, Separating, and Assorting Solids",0,0,0,0,1,0,0,0,0,0,0,0,1
222,"Dispensing (apparatus and process)",0,0,0,0,1,0,0,0,0,0,0,0,1
235,"Registers (e.g., cash registers, calculators, devices for counting movements of devices, etc.)",0,0,0,0,1,0,0,0,0,0,0,0,1
249,"Static Molds",0,0,0,0,1,0,0,0,0,0,0,0,1
264,"Plastic and Nonmetallic Article Shaping or Treating: Processes",0,0,0,0,0,0,0,0,0,0,1,0,1
273,"Amusement Devices:  Games",0,0,1,0,0,0,0,0,0,0,0,0,1
280,"Land Vehicles",0,0,0,0,0,0,1,0,0,0,0,0,1
283,"Printed Matter",0,0,0,1,0,0,0,0,0,0,0,0,1
294,"Handling:  Hand and Hoist-Line Implements",0,0,0,0,0,1,0,0,0,0,0,0,1
310,"Electrical Generator or Motor Structure",0,0,1,0,0,0,0,0,0,0,0,0,1
312,"Supports:  Cabinet Structure",0,1,0,0,0,0,0,0,0,0,0,0,1
315,"Electric Lamp and Discharge Devices:  Systems",0,0,0,0,0,0,0,0,0,0,1,0,1
320,"Electricity:  Battery or Capacitor Charging or Discharging",0,0,0,0,1,0,0,0,0,0,0,0,1
345,"Computer Graphics Processing and Selective Visual Display Systems",1,0,0,0,0,0,0,0,0,0,0,0,1
359,"Optical: Systems and Elements",0,0,0,0,0,0,1,0,0,0,0,0,1
363,"Electric Power Conversion Systems",0,0,0,0,0,0,0,0,0,0,1,0,1
370,"Multiplex Communications",0,0,0,0,0,0,0,1,0,0,0,0,1
382,"Image Analysis",0,0,0,1,0,0,0,0,0,0,0,0,1
396,"Photography",0,0,0,0,0,0,0,0,0,1,0,0,1
417,"Pumps",0,0,0,0,0,0,0,1,0,0,0,0,1
422,"Chemical Apparatus and Process Disinfecting, Deodorizing, Preserving, or Sterilizing",0,0,0,0,0,0,0,0,0,1,0,0,1
423,"Chemistry of Inorganic Compounds",1,0,0,0,0,0,0,0,0,0,0,0,1
435,"Chemistry: Molecular Biology and Microbiology",0,1,0,0,0,0,0,0,0,0,0,0,1
442,"Fabric (Woven, Knitted, or Nonwoven Textile or Cloth, Etc.)",0,0,0,0,1,0,0,0,0,0,0,0,1
446,"Amusement Devices:  Toys",0,1,0,0,0,0,0,0,0,0,0,0,1
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",0,0,1,0,0,0,0,0,0,0,0,0,1
701,"DP: Vehicles, Navigation, and Relative Location (Data Processing)",0,0,0,0,0,0,0,1,0,0,0,0,1
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",0,1,0,0,0,0,0,0,0,0,0,0,1
