Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
361,"Electricity:  Electrical Systems and Devices",3,6,9,5,5,4,5,2,4,0,1,0,44
345,"Computer Graphics Processing and Selective Visual Display Systems",4,5,6,3,3,4,1,0,0,0,0,0,26
426,"Food or Edible Material:  Processes, Compositions, and Products",1,0,3,1,3,2,4,1,0,0,1,1,17
715,"DP: Presentation Processing of Document, Operator Interface Processing, and Screen Saver Display Processing (Data Processing)",0,0,2,1,2,3,3,3,0,0,2,0,16
298,"Land Vehicles:  Dumping",3,3,0,0,0,1,0,0,1,1,4,2,15
713,"Support (Electrical Computers and Digital Processing Systems)",0,2,3,0,2,2,1,2,1,2,0,0,15
414,"Material or Article Handling",1,0,2,3,0,0,4,2,1,1,0,0,14
455,"Telecommunications",0,1,1,0,3,1,2,3,0,0,1,0,12
198,"Conveyors:  Power-Driven",0,0,2,3,0,0,0,0,1,0,3,2,11
710,"Input/Output (Electrical Computers and Digital Processing Systems)",3,1,2,0,2,1,0,0,2,0,0,0,11
452,"Butchering",1,0,0,0,0,3,2,1,1,1,0,1,10
439,"Electrical Connectors",0,2,1,1,0,4,0,0,0,0,0,0,8
717,"DP: Software Development, Installation, and Management (Data Processing)",1,0,0,0,2,3,0,0,0,0,2,0,8
725,"Interactive Video Distribution Systems",0,0,1,2,1,1,0,0,0,1,2,0,8
296,"Land Vehicles:  Bodies and Tops",0,0,0,1,0,0,0,0,1,3,1,1,7
052,"Static Structures (e.g., Buildings)",0,1,2,1,1,0,0,0,0,1,0,0,6
099,"Foods and Beverages: Apparatus",1,0,0,1,1,0,1,0,1,0,0,0,5
709,"Multicomputer Data Transferring (Electrical Computers and Digital Processing Systems)",1,0,1,0,1,1,0,0,0,1,0,0,5
711,"Memory (Electrical Computers and Digital Processing Systems)",0,0,0,1,2,0,0,1,0,0,1,0,5
005,"Beds",0,0,0,0,1,1,2,0,0,0,0,0,4
172,"Earth Working",2,2,0,0,0,0,0,0,0,0,0,0,4
340,"Communications:  Electrical",0,0,1,1,0,0,1,0,1,0,0,0,4
348,"Television",0,1,3,0,0,0,0,0,0,0,0,0,4
382,"Image Analysis",0,0,0,1,1,0,0,0,1,0,1,0,4
702,"DP: Measuring, Calibrating, or Testing (Data Processing)",0,0,0,0,0,2,0,1,0,0,0,1,4
705,"DP: Financial, Business Practice, Management, or Cost/Price Determination (Data Processing)",0,0,0,0,1,0,0,0,2,0,1,0,4
119,"Animal Husbandry",1,1,0,0,0,0,1,0,0,0,0,0,3
312,"Supports:  Cabinet Structure",2,0,1,0,0,0,0,0,0,0,0,0,3
369,"Dynamic Information Storage or Retrieval",0,1,0,1,0,0,1,0,0,0,0,0,3
370,"Multiplex Communications",0,0,0,2,0,0,0,0,1,0,0,0,3
381,"Electrical Audio Signal Processing Systems and Devices",1,0,0,0,0,1,0,0,0,1,0,0,3
385,"Optical Waveguides",1,0,0,0,1,0,1,0,0,0,0,0,3
386,"Motion Video Signal Processing for Recording or Reproducing",0,0,1,1,0,0,0,1,0,0,0,0,3
700,"DP: Generic Control Systems or Specific Applications (Data Processing)",0,0,1,0,1,0,0,1,0,0,0,0,3
707,"DP: Database and File Management or Data Structures (Data Processing)",0,0,0,1,1,0,1,0,0,0,0,0,3
002,"Apparel",0,0,0,0,0,0,1,0,0,0,1,0,2
037,"Excavating",0,0,1,0,0,0,0,0,0,1,0,0,2
053,"Package Making",0,0,0,1,1,0,0,0,0,0,0,0,2
062,"Refrigeration",0,0,1,0,0,0,0,0,0,1,0,0,2
070,"Locks",0,0,0,2,0,0,0,0,0,0,0,0,2
073,"Measuring and Testing",0,1,0,0,0,0,0,0,0,0,0,1,2
092,"Expansible Chamber Devices",0,0,0,0,0,0,0,1,1,0,0,0,2
118,"Coating Apparatus",0,0,0,1,1,0,0,0,0,0,0,0,2
126,"Stoves and Furnaces",0,0,1,1,0,0,0,0,0,0,0,0,2
137,"Fluid Handling",0,0,0,0,0,1,1,0,0,0,0,0,2
206,"Special Receptacle or Package",1,0,0,0,0,0,0,0,0,0,0,1,2
229,"Envelopes, Wrappers, and Paperboard Boxes",0,0,0,0,0,0,1,1,0,0,0,0,2
248,"Supports (e.g., for holding articles, etc.)",0,0,0,2,0,0,0,0,0,0,0,0,2
266,"Metallurgical Apparatus",2,0,0,0,0,0,0,0,0,0,0,0,2
280,"Land Vehicles",0,1,0,0,0,0,0,0,0,1,0,0,2
341,"Coded Data Generation or Conversion",0,1,0,1,0,0,0,0,0,0,0,0,2
366,"Agitating (e.g., of articles and materials)",0,0,0,0,0,0,1,0,1,0,0,0,2
379,"Telephonic Communications",0,0,0,0,0,0,0,1,1,0,0,0,2
396,"Photography",0,0,1,0,0,0,0,0,0,0,1,0,2
726,"Information Security",0,0,0,0,0,1,0,0,0,1,0,0,2
029,"Metal Working",0,1,0,0,0,0,0,0,0,0,0,0,1
033,"Geometrical Instruments",0,0,0,0,0,0,1,0,0,0,0,0,1
040,"Card, Picture, or Sign Exhibiting",0,0,0,1,0,0,0,0,0,0,0,0,1
060,"Power Plants",0,0,0,1,0,0,0,0,0,0,0,0,1
071,"Chemistry: Fertilizers",0,0,1,0,0,0,0,0,0,0,0,0,1
072,"Metal Deforming",0,0,0,0,1,0,0,0,0,0,0,0,1
