Class,Class Title,2000 ,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Total
520,"Synthetic Resins or Natural Rubbers (includes Classes 520-528)",13,5,7,4,2,3,3,0,0,1,1,0,39
280,"Land Vehicles",4,4,3,4,0,0,6,3,6,3,3,2,38
438,"Semiconductor Device Manufacturing: Process",8,3,4,3,2,1,2,2,5,2,3,3,38
257,"Active Solid-State Devices (e.g., Transistors, Solid-State Diodes)",2,3,0,2,2,4,9,2,3,2,4,2,35
029,"Metal Working",4,2,3,5,2,3,3,0,3,1,0,1,27
424,"Drug, Bio-Affecting and Body Treating Compositions (includes Class 514)",3,5,4,6,2,2,1,0,0,1,1,0,25
297,"Chairs and Seats",2,0,0,2,2,1,1,3,1,1,7,3,23
379,"Telephonic Communications",1,4,5,3,7,1,1,0,0,0,0,1,23
428,"Stock Material or Miscellaneous Articles",7,3,2,5,1,1,1,0,1,1,0,0,22
427,"Coating Processes",6,3,5,1,4,0,0,0,0,0,0,0,19
327,"Miscellaneous Active Electrical Nonlinear Devices, Circuits, and Systems",3,3,7,1,1,0,0,1,0,1,1,0,18
241,"Solid Material Comminution or Disintegration",0,0,3,1,3,2,2,1,0,2,1,0,15
372,"Coherent Light Generators",1,5,1,2,2,2,0,1,0,1,0,0,15
062,"Refrigeration",0,2,5,2,1,0,2,1,1,0,0,0,14
385,"Optical Waveguides",2,2,0,4,1,2,1,0,1,1,0,0,14
606,"Surgery (instruments)",0,0,1,1,1,0,3,0,1,1,0,6,14
005,"Beds",0,1,0,3,0,3,2,0,1,0,1,2,13
341,"Coded Data Generation or Conversion",6,5,2,0,0,0,0,0,0,0,0,0,13
455,"Telecommunications",3,2,0,1,1,1,0,1,1,1,1,1,13
075,"Specialized Metallurgical Processes, Compositions for Use Therein, Consolidated Metal Powder Compositions, and Loose Metal Particulate Mixtures",1,1,2,2,2,1,0,1,0,1,1,0,12
375,"Pulse or Digital Communications",0,1,2,1,2,1,1,0,1,1,0,0,10
423,"Chemistry of Inorganic Compounds",2,0,2,0,2,0,0,1,1,1,1,0,10
015,"Brushing, Scrubbing, and General Cleaning",4,2,1,1,0,0,0,0,0,0,1,0,9
324,"Electricity:  Measuring and Testing",2,2,1,0,0,0,1,1,1,0,1,0,9
330,"Amplifiers",4,1,0,2,0,0,0,1,0,0,1,0,9
340,"Communications:  Electrical",0,2,1,1,1,0,3,0,1,0,0,0,9
435,"Chemistry: Molecular Biology and Microbiology",1,5,0,0,1,0,0,0,0,0,1,1,9
604,"Surgery (Medicators and Receptors)",0,1,2,0,1,2,1,0,0,0,2,0,9
002,"Apparel",1,0,0,3,2,0,1,1,0,0,0,0,8
052,"Static Structures (e.g., Buildings)",1,1,0,1,1,1,1,0,0,1,1,0,8
072,"Metal Deforming",0,2,0,1,0,0,3,2,0,0,0,0,8
472,"Amusement Devices",0,0,0,0,1,0,0,1,2,1,2,1,8
073,"Measuring and Testing",0,0,0,1,2,1,1,0,0,0,1,1,7
198,"Conveyors:  Power-Driven",0,0,0,0,1,0,0,3,1,1,1,0,7
248,"Supports (e.g., for holding articles, etc.)",3,0,1,0,3,0,0,0,0,0,0,0,7
296,"Land Vehicles:  Bodies and Tops",1,1,1,1,0,2,0,0,0,0,1,0,7
331,"Oscillators",2,2,1,1,1,0,0,0,0,0,0,0,7
359,"Optical: Systems and Elements",0,4,0,1,2,0,0,0,0,0,0,0,7
361,"Electricity:  Electrical Systems and Devices",0,1,1,0,0,2,0,1,0,1,1,0,7
